,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
35433,California,Alameda,6,1,4610,9,HMGP,2021
35434,South Carolina,Horry,45,51,4492,4,HMGP,2020
35435,Texas,Hill,48,217,5420,6,HMGP,2022
35436,Puerto Rico,Ceiba,72,37,4339,2,HMGP,2017
35437,Ohio,Lucas,39,95,1805,5,HMGP,2009
35438,Puerto Rico,Villalba,72,149,1798,2,HMGP,2009
35439,Minnesota,Wright,27,171,1772,5,HMGP,2008
35440,Alaska,Anchorage,2,20,1796,10,HMGP,2008
35441,Mississippi,Statewide,28,0,1794,4,HMGP,2008
35442,Florida,Bay,12,5,1806,4,HMGP,2009
35443,Iowa,Johnson,19,103,1763,7,HMGP,2008
35444,Oklahoma,Okfuskee,40,107,1846,6,HMGP,2009
35450,Alabama,St. Clair,1,115,1836,4,HMGP,2009
35451,Missouri,Webster,29,225,1742,7,HMGP,2008
35452,Iowa,Greene,19,73,1763,7,HMGP,2008
35453,Arizona,La Paz,4,12,1888,9,HMGP,2010
35454,Vermont,Windsor,50,27,4022,1,HMGP,2011
35455,Montana,Rosebud,30,87,1996,8,HMGP,2011
35456,Missouri,Greene,29,77,1980,7,HMGP,2011
35457,Alabama,St. Clair,1,115,1971,4,HMGP,2011
35460,Kentucky,Meade,21,163,1163,4,HMGP,1997
35461,Mississippi,Statewide,28,0,1009,4,HMGP,1994
35462,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
35463,Kentucky,Casey,21,45,821,4,HMGP,1989
35464,Illinois,Monroe,17,133,997,5,HMGP,1993
35465,Illinois,Calhoun,17,13,997,5,HMGP,1993
35466,Kentucky,Leslie,21,131,846,4,HMGP,1990
35467,Minnesota,Lincoln,27,81,993,5,HMGP,1993
35468,Kentucky,Pike,21,195,846,4,HMGP,1990
35469,Mississippi,Statewide,28,0,1009,4,HMGP,1994
35470,Tennessee,Hickman,47,81,910,4,HMGP,1991
35471,Kentucky,Casey,21,45,821,4,HMGP,1989
35472,Kentucky,Casey,21,45,821,4,HMGP,1989
35473,Illinois,Monroe,17,133,997,5,HMGP,1993
35474,Nebraska,Lincoln,31,111,998,7,HMGP,1993
35476,Illinois,Calhoun,17,13,997,5,HMGP,1993
35477,Kentucky,Green,21,87,1018,4,HMGP,1994
35479,Idaho,Ada,16,1,1102,10,HMGP,1996
35480,Louisiana,Statewide,22,0,4277,6,HMGP,2016
35481,Georgia,Putnam,13,237,4338,4,HMGP,2017
35482,Florida,Orange,12,95,4337,4,HMGP,2017
35483,Colorado,Costilla,8,23,5155,8,HMGP,2017
35484,South Dakota,Aurora,46,3,4469,8,HMGP,2020
35485,Florida,Orange,12,95,4337,4,HMGP,2017
35486,Georgia,Chattahoochee,13,53,4400,4,HMGP,2019
35487,Vermont,Bennington,50,3,4445,1,HMGP,2019
35488,Kansas,Harvey,20,79,4449,7,HMGP,2019
35489,Florida,Osceola,12,97,4468,4,HMGP,2020
35490,Puerto Rico,Arecibo,72,13,4339,2,HMGP,2017
35491,Texas,Cameron,48,61,4454,6,HMGP,2019
35492,Puerto Rico,San Sebastian,72,131,4473,2,HMGP,2020
35493,Idaho,Blaine,16,13,5449,10,HMGP,2022
35494,Arizona,Maricopa,4,13,5434,9,HMGP,2022
35495,New York,Statewide,36,0,4625,2,HMGP,2022
35496,Alaska,Anchorage,2,20,4648,10,HMGP,2022
35497,Nebraska,Statewide,31,0,4013,7,HMGP,2011
35498,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35499,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35500,Colorado,Jefferson,8,59,4145,8,HMGP,2013
35501,Connecticut,New London,9,11,4046,1,HMGP,2012
35502,Vermont,Windsor,50,27,4022,1,HMGP,2011
35503,Georgia,Upson,13,293,4165,4,HMGP,2014
35504,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35505,Pennsylvania,Bucks,42,17,4025,3,HMGP,2011
35506,South Carolina,Kershaw,45,55,4166,4,HMGP,2014
35507,Alabama,Dallas,1,47,1835,4,HMGP,2009
35508,South Dakota,Aurora,46,3,1844,8,HMGP,2009
35509,Iowa,Madison,19,121,1854,7,HMGP,2009
35510,California,Alameda,6,1,1884,9,HMGP,2010
35511,Oklahoma,Marshall,40,95,1917,6,HMGP,2010
35512,Montana,Gallatin,30,31,1996,8,HMGP,2011
35513,Iowa,O'Brien,19,141,1880,7,HMGP,2010
35514,Oklahoma,Tulsa,40,143,1988,6,HMGP,2011
35515,Georgia,Catoosa,13,47,1071,4,HMGP,1996
35516,Florida,Gulf,12,45,982,4,HMGP,1993
35518,Illinois,Calhoun,17,13,997,5,HMGP,1993
35519,Oklahoma,Atoka,40,5,9032,6,PDM,2002
35520,California,Trinity,6,105,979,9,HMGP,1993
35521,Florida,Bay,12,5,1069,4,HMGP,1996
35522,Florida,Bay,12,5,1069,4,HMGP,1996
35523,Florida,Bay,12,5,1069,4,HMGP,1996
35524,California,San Francisco,6,75,845,9,HMGP,1990
35525,New Mexico,San Miguel,35,47,1329,6,HMGP,2000
35526,Alaska,Anchorage,2,20,1445,10,HMGP,2003
35527,Oklahoma,Tulsa,40,143,1401,6,HMGP,2002
35528,Texas,Cameron,48,61,4377,6,HMGP,2018
35542,Oklahoma,Atoka,40,5,1401,6,HMGP,2002
35543,Missouri,Greene,29,77,1412,7,HMGP,2002
35544,Federated States of Micronesia,Yap,64,60,1417,9,HMGP,2002
35545,Illinois,Jo Daviess,17,85,1416,5,HMGP,2002
35546,West Virginia,Wayne,54,99,1474,3,HMGP,2003
35547,Florida,Orange,12,95,1561,4,HMGP,2004
35548,Arizona,Maricopa,4,13,1586,9,HMGP,2005
35549,North Carolina,Buncombe,37,21,1553,4,HMGP,2004
35550,Florida,Charlotte,12,15,1539,4,HMGP,2004
35556,Puerto Rico,Penuelas,72,111,4473,2,HMGP,2020
35557,Puerto Rico,Moca,72,99,4339,2,HMGP,2017
35558,Puerto Rico,San Sebastian,72,131,4473,2,HMGP,2020
35559,Florida,Orange,12,95,4337,4,HMGP,2017
35560,Florida,Bay,12,5,4399,4,HMGP,2019
35561,Puerto Rico,Statewide,72,0,4339,2,HMGP,2017
35562,North Carolina,Nash,37,127,4588,4,HMGP,2021
35577,Florida,Charlotte,12,15,1539,4,HMGP,2004
35578,Maine,Oxford,23,17,1591,1,HMGP,2005
35579,Florida,Bay,12,5,1595,4,HMGP,2005
35594,Florida,Bay,12,5,4486,4,HMGP,2020
35595,Kentucky,Simpson,21,213,4497,4,HMGP,2020
35596,South Carolina,Horry,45,51,4394,4,HMGP,2018
35597,Nebraska,Pierce,31,139,4420,7,HMGP,2019
35598,Illinois,Monroe,17,133,4461,5,HMGP,2019
35599,California,Contra Costa,6,13,4308,9,HMGP,2017
35600,South Dakota,Butte,46,19,4469,8,HMGP,2020
35601,California,San Francisco,6,75,4558,9,HMGP,2020
35602,California,Alameda,6,1,4569,9,HMGP,2021
35603,California,Humboldt,6,23,4558,9,HMGP,2020
35604,Minnesota,Statewide,27,0,1941,5,HMGP,2011
35605,Georgia,Upson,13,293,1973,4,HMGP,2011
35606,New York,Statewide,36,0,4085,2,HMGP,2013
35607,Connecticut,Fairfield,9,1,4023,1,HMGP,2011
35608,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35609,Connecticut,Fairfield,9,1,4023,1,HMGP,2011
35610,Colorado,Custer,8,27,4145,8,HMGP,2013
35611,North Dakota,Williams,38,105,4128,8,HMGP,2013
35612,Alabama,Limestone,1,83,1870,4,HMGP,2010
35613,New York,Warren,36,113,1943,2,HMGP,2011
35614,Florida,Bay,12,5,4177,4,HMGP,2014
35631,Mississippi,Yazoo,28,163,1604,4,HMGP,2005
35632,Oklahoma,Washington,40,147,1775,6,HMGP,2008
35633,Illinois,McDonough,17,109,1800,5,HMGP,2009
35634,Oklahoma,Atoka,40,5,1735,6,HMGP,2008
35635,Oklahoma,Tulsa,40,143,1876,6,HMGP,2010
35636,Kentucky,Clark,21,49,1818,4,HMGP,2009
35648,Pennsylvania,Bucks,42,17,1120,3,HMGP,1996
35649,North Dakota,Ransom,38,73,1118,8,HMGP,1996
35650,Puerto Rico,Statewide,72,0,1136,2,HMGP,1996
35657,Nebraska,Statewide,31,0,4420,7,HMGP,2019
35658,South Carolina,Horry,45,51,4394,4,HMGP,2018
35659,Texas,Cameron,48,61,4377,6,HMGP,2018
35660,Minnesota,Statewide,27,0,4658,5,HMGP,2022
35661,Vermont,Windsor,50,27,4532,1,HMGP,2020
35662,Wisconsin,Lafayette,55,65,4520,5,HMGP,2020
35663,Puerto Rico,Naranjito,72,105,4493,2,HMGP,2020
35664,Alaska,Anchorage,2,20,4667,10,HMGP,2022
35665,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35666,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35667,Pennsylvania,Schuylkill,42,107,4099,3,HMGP,2013
35676,New York,Statewide,36,0,1857,2,HMGP,2009
35677,Mississippi,Lowndes,28,87,1972,4,HMGP,2011
35678,Tennessee,Bradley,47,11,1979,4,HMGP,2011
35679,Vermont,Windsor,50,27,4022,1,HMGP,2011
35680,Nebraska,Statewide,31,0,4013,7,HMGP,2011
35681,Oklahoma,Tulsa,40,143,4109,6,HMGP,2013
35682,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35683,Minnesota,Jackson,27,63,4113,5,HMGP,2013
35684,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35685,Florida,Bay,12,5,4138,4,HMGP,2013
35686,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35687,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35688,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35689,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35690,Pennsylvania,York,42,133,4149,3,HMGP,2014
35691,Iowa,Johnson,19,103,4187,7,HMGP,2014
35699,California,Contra Costa,6,13,4308,9,HMGP,2017
35700,New Mexico,San Miguel,35,47,5184,6,HMGP,2017
35701,North Carolina,Pitt,37,147,4393,4,HMGP,2018
35702,Florida,Bay,12,5,4399,4,HMGP,2019
35703,Florida,Bay,12,5,4399,4,HMGP,2019
35704,Puerto Rico,San Sebastian,72,131,4473,2,HMGP,2020
35705,California,Humboldt,6,23,4353,9,HMGP,2018
35706,Mississippi,Jefferson Davis,28,65,4538,4,HMGP,2020
35707,Florida,Orange,12,95,4337,4,HMGP,2017
35708,Mississippi,Statewide,28,0,4551,4,HMGP,2020
35709,Florida,Bay,12,5,4399,4,HMGP,2019
35710,California,San Francisco,6,75,4569,9,HMGP,2021
35711,Florida,Bay,12,5,4399,4,HMGP,2019
35712,Florida,Bay,12,5,4399,4,HMGP,2019
35713,Florida,Bay,12,5,4399,4,HMGP,2019
35714,Florida,Bay,12,5,4399,4,HMGP,2019
35715,Florida,Bay,12,5,4399,4,HMGP,2019
35716,Florida,Bay,12,5,4399,4,HMGP,2019
35717,Nebraska,Polk,31,143,1674,7,HMGP,2007
35718,New York,Erie,36,29,1665,2,HMGP,2007
35719,Missouri,Webster,29,225,1631,7,HMGP,2006
35720,New York,Statewide,36,0,1665,2,HMGP,2007
35721,Nebraska,Statewide,31,0,1674,7,HMGP,2007
35722,Texas,Coryell,48,99,1697,6,HMGP,2007
35723,Texas,Coryell,48,99,1709,6,HMGP,2007
35724,Texas,Newton,48,351,1709,6,HMGP,2007
35725,Indiana,Johnson,18,81,1766,5,HMGP,2008
35726,Oklahoma,Pawnee,40,117,1712,6,HMGP,2007
35727,Alabama,St. Clair,1,115,1605,4,HMGP,2005
35728,Texas,Cameron,48,61,1791,6,HMGP,2008
35729,Utah,Weber,49,57,1955,8,HMGP,2011
35730,Montana,Toole,30,101,1996,8,HMGP,2011
35731,Pennsylvania,Lycoming,42,81,4030,3,HMGP,2011
35732,Idaho,Ada,16,1,1987,10,HMGP,2011
35733,Minnesota,Carlton,27,17,4069,5,HMGP,2012
35734,New York,Tioga,36,107,4020,2,HMGP,2011
35735,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35736,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35737,California,San Francisco,6,75,845,9,HMGP,1990
35738,California,San Francisco,6,75,845,9,HMGP,1990
35739,California,Solano,6,95,845,9,HMGP,1990
35740,California,San Francisco,6,75,845,9,HMGP,1990
35741,California,San Francisco,6,75,845,9,HMGP,1990
35742,California,San Francisco,6,75,845,9,HMGP,1990
35743,Georgia,Upson,13,293,1033,4,HMGP,1994
35744,California,San Francisco,6,75,845,9,HMGP,1990
35745,California,San Francisco,6,75,845,9,HMGP,1990
35746,California,San Francisco,6,75,845,9,HMGP,1990
35747,California,San Francisco,6,75,845,9,HMGP,1990
35748,Oregon,Umatilla,41,59,1099,10,HMGP,1996
35749,Texas,Coryell,48,99,1709,6,HMGP,2007
35750,Louisiana,W. Feliciana,22,125,1603,6,HMGP,2005
35751,Louisiana,Statewide,22,0,1603,6,HMGP,2005
35752,Alaska,Anchorage,2,20,1796,10,HMGP,2008
35753,Arizona,Maricopa,4,13,4203,9,HMGP,2015
35754,Oklahoma,Tulsa,40,143,4256,6,HMGP,2016
35755,Mississippi,Statewide,28,0,4248,4,HMGP,2016
35756,Texas,Hopkins,48,223,4272,6,HMGP,2016
35757,Michigan,Van Buren,26,159,4195,5,HMGP,2014
35758,South Carolina,Horry,45,51,4241,4,HMGP,2016
35764,Florida,Taylor,12,123,4280,4,HMGP,2016
35765,Mississippi,Statewide,28,0,1604,4,HMGP,2005
35766,Mississippi,Statewide,28,0,1604,4,HMGP,2005
35767,Nebraska,Polk,31,143,1674,7,HMGP,2007
35768,Alabama,Dallas,1,47,1605,4,HMGP,2005
35769,Alabama,Montgomery,1,101,1605,4,HMGP,2005
35770,Kansas,Marshall,20,117,1675,7,HMGP,2007
35771,Oklahoma,Tulsa,40,143,1678,6,HMGP,2007
35772,Florida,Osceola,12,97,1551,4,HMGP,2004
35773,Alaska,Anchorage,2,20,1669,10,HMGP,2007
35774,South Dakota,Butte,46,19,1702,8,HMGP,2007
35775,Florida,Bay,12,5,1609,4,HMGP,2006
35776,Mississippi,Warren,28,149,1753,4,HMGP,2008
35777,Mississippi,Warren,28,149,1764,4,HMGP,2008
35778,Oklahoma,Tulsa,40,143,1712,6,HMGP,2007
35785,Minnesota,Statewide,27,0,1982,5,HMGP,2011
35786,Vermont,Windsor,50,27,4022,1,HMGP,2011
35787,Mississippi,Lowndes,28,87,1983,4,HMGP,2011
35788,South Dakota,Potter,46,107,1984,8,HMGP,2011
35789,Pennsylvania,Lycoming,42,81,4030,3,HMGP,2011
35790,Mississippi,Statewide,28,0,1604,4,HMGP,2005
35791,Arkansas,Calhoun,5,13,1751,6,HMGP,2008
35803,Louisiana,Statewide,22,0,4570,6,HMGP,2021
35804,Puerto Rico,Moca,72,99,4473,2,HMGP,2020
35805,Maryland,Charles,24,17,4491,3,HMGP,2020
35806,Minnesota,Statewide,27,0,4531,5,HMGP,2020
35807,California,Humboldt,6,23,4482,9,HMGP,2020
35808,California,Alameda,6,1,4619,9,HMGP,2021
35809,California,Alameda,6,1,4619,9,HMGP,2021
35810,Illinois,Cook,17,31,4489,5,HMGP,2020
35811,Illinois,Cook,17,31,4489,5,HMGP,2020
35812,California,Trinity,6,105,4619,9,HMGP,2021
35817,New York,Statewide,36,0,4031,2,HMGP,2011
35818,Missouri,Webster,29,225,1980,7,HMGP,2011
35819,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35820,Alabama,St. Clair,1,115,1971,4,HMGP,2011
35821,Wisconsin,Statewide,55,0,4141,5,HMGP,2013
35822,New York,Statewide,36,0,4085,2,HMGP,2013
35823,Illinois,Jo Daviess,17,85,1991,5,HMGP,2011
35824,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35825,Vermont,Bennington,50,3,4022,1,HMGP,2011
35826,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35827,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35828,New York,Allegany,36,3,4180,2,HMGP,2014
35834,Pennsylvania,Northumberland,42,97,1093,3,HMGP,1996
35835,New York,Statewide,36,0,1095,2,HMGP,1996
35836,California,Placer,6,61,1155,9,HMGP,1997
35837,Iowa,Marion,19,125,1688,7,HMGP,2007
35838,South Dakota,Aurora,46,3,1844,8,HMGP,2009
35839,Florida,Calhoun,12,13,1831,4,HMGP,2009
35840,Texas,Cameron,48,61,1791,6,HMGP,2008
35841,Minnesota,Statewide,27,0,1921,5,HMGP,2010
35842,Minnesota,Statewide,27,0,1941,5,HMGP,2011
35843,Nebraska,Statewide,31,0,1945,7,HMGP,2011
35844,Mississippi,Hinds,28,49,4478,4,HMGP,2020
35845,California,Humboldt,6,23,4558,9,HMGP,2020
35846,Illinois,Pope,17,151,4489,5,HMGP,2020
35847,Florida,Bay,12,5,4564,4,HMGP,2020
35848,Texas,Newton,48,351,4586,6,HMGP,2021
35849,Kentucky,Pike,21,195,4595,4,HMGP,2021
35850,Missouri,Boone,29,19,4490,7,HMGP,2020
35851,Puerto Rico,Dorado,72,51,4339,2,HMGP,2017
35852,Puerto Rico,Dorado,72,51,4339,2,HMGP,2017
35853,Florida,Calhoun,12,13,4177,4,HMGP,2014
35854,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35855,Arkansas,Yell,5,149,4226,6,HMGP,2015
35856,Texas,Hill,48,217,4223,6,HMGP,2015
35857,Idaho,Blaine,16,13,4333,10,HMGP,2017
35858,Wyoming,Sheridan,56,33,4227,8,HMGP,2015
35859,Illinois,Cook,17,31,4489,5,HMGP,2020
35860,Ohio,Brown,39,15,1164,5,HMGP,1997
35861,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
35862,Federated States of Micronesia,Yap,64,60,886,9,HMGP,1991
35863,Federated States of Micronesia,Yap,64,60,886,9,HMGP,1991
35864,Pennsylvania,Jefferson,42,65,1130,3,HMGP,1996
35865,Wisconsin,Statewide,55,0,1180,5,HMGP,1997
35866,Federated States of Micronesia,Yap,64,60,886,9,HMGP,1991
35867,Georgia,Chattahoochee,13,53,1033,4,HMGP,1994
35868,Virginia,Page,51,139,1135,3,HMGP,1996
35869,Illinois,Cook,17,31,997,5,HMGP,1993
35871,Pennsylvania,Northumberland,42,97,1093,3,HMGP,1996
35872,Federated States of Micronesia,Yap,64,60,1166,9,HMGP,1997
35873,Minnesota,Chippewa,27,23,1175,5,HMGP,1997
35874,Florida,Bay,12,5,1069,4,HMGP,1996
35875,Nebraska,Statewide,31,0,9112,7,PDM,2003
35876,Florida,Bay,12,5,1069,4,HMGP,1996
35878,Alabama,Limestone,1,83,1013,4,HMGP,1994
35879,Indiana,Howard,18,67,1217,5,HMGP,1998
35880,Florida,Gulf,12,45,1035,4,HMGP,1994
35881,California,Placer,6,61,1155,9,HMGP,1997
35882,Florida,Bay,12,5,1069,4,HMGP,1996
35883,Maine,Oxford,23,17,1143,1,HMGP,1997
35884,Georgia,Catoosa,13,47,1020,4,HMGP,1994
35885,Florida,Bay,12,5,1069,4,HMGP,1996
35886,Florida,Bay,12,5,1069,4,HMGP,1996
35887,South Carolina,Horry,45,51,843,4,HMGP,1989
35888,New Mexico,Chaves,35,5,1936,6,HMGP,2010
35889,Montana,Granite,30,39,1996,8,HMGP,2011
35890,Pennsylvania,Northumberland,42,97,4030,3,HMGP,2011
35891,Texas,Cameron,48,61,1999,6,HMGP,2011
35892,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35893,Puerto Rico,Statewide,72,0,1946,2,HMGP,2011
35894,New York,Tioga,36,107,4020,2,HMGP,2011
35895,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35896,New York,Statewide,36,0,4085,2,HMGP,2013
35897,Texas,Cass,48,67,4136,6,HMGP,2013
35898,California,Humboldt,6,23,4558,9,HMGP,2020
35899,Florida,Bay,12,5,4564,4,HMGP,2020
35900,Florida,Bay,12,5,4399,4,HMGP,2019
35901,Pennsylvania,Lycoming,42,81,4030,3,HMGP,2011
35902,Connecticut,New London,9,11,4046,1,HMGP,2012
35903,Alabama,Dallas,1,47,4082,4,HMGP,2012
35904,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
35905,New York,Statewide,36,0,4085,2,HMGP,2013
35906,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35922,Montana,Toole,30,101,4271,8,HMGP,2016
35923,South Carolina,Aiken,45,3,4241,4,HMGP,2016
35924,Idaho,Idaho,16,49,5099,10,HMGP,2015
35925,Georgia,Upson,13,293,4284,4,HMGP,2017
35926,Georgia,Sumter,13,261,4284,4,HMGP,2017
35927,Louisiana,Statewide,22,0,4462,6,HMGP,2019
35928,Michigan,Isabella,26,73,4326,5,HMGP,2017
35929,Washington,Douglas,53,17,5182,10,HMGP,2017
35930,Missouri,Wright,29,229,4317,7,HMGP,2017
35931,Iowa,Johnson,19,103,4334,7,HMGP,2017
35932,California,Contra Costa,6,13,4353,9,HMGP,2018
35933,Utah,Weber,49,57,4311,8,HMGP,2017
35934,Florida,Osceola,12,97,4283,4,HMGP,2017
35938,New Jersey,Camden,34,7,4086,2,HMGP,2013
35939,New Jersey,Camden,34,7,4231,2,HMGP,2015
35940,Texas,Newton,48,351,4223,6,HMGP,2015
35941,Kentucky,Pike,21,195,4216,4,HMGP,2015
35942,Louisiana,Statewide,22,0,4263,6,HMGP,2016
35943,Texas,Cameron,48,61,4255,6,HMGP,2016
35944,Pennsylvania,Bucks,42,17,4618,3,HMGP,2021
35945,Iowa,Madison,19,121,4483,7,HMGP,2020
35946,Texas,Cameron,48,61,4266,6,HMGP,2016
35947,Missouri,Texas,29,215,4317,7,HMGP,2017
35948,Kansas,Harvey,20,79,4449,7,HMGP,2019
35949,Florida,Orange,12,95,4337,4,HMGP,2017
35955,Florida,Orange,12,95,4337,4,HMGP,2017
35956,Minnesota,Jackson,27,63,4442,5,HMGP,2019
35957,Florida,Orange,12,95,4337,4,HMGP,2017
35958,Maine,Oxford,23,17,1691,1,HMGP,2007
35959,Mississippi,Pike,28,113,1604,4,HMGP,2005
35960,Iowa,Palo Alto,19,147,1763,7,HMGP,2008
35961,Texas,Cameron,48,61,1780,6,HMGP,2008
35962,Illinois,Lee,17,103,1800,5,HMGP,2009
35963,Kentucky,Pike,21,195,1818,4,HMGP,2009
35964,Louisiana,Statewide,22,0,1786,6,HMGP,2008
35965,Mississippi,Statewide,28,0,1604,4,HMGP,2005
35966,Missouri,Webster,29,225,4144,7,HMGP,2013
35967,West Virginia,Webster,54,101,4331,3,HMGP,2017
35968,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35969,Minnesota,Stearns,27,145,4069,5,HMGP,2012
35970,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
35971,Vermont,Windsor,50,27,4140,1,HMGP,2013
35972,Louisiana,Statewide,22,0,5482,6,HMGP,2023
35973,Illinois,Cook,17,31,4749,5,HMGP,2024
35974,Illinois,Cook,17,31,4749,5,HMGP,2024
35975,Minnesota,Statewide,27,0,4722,5,HMGP,2023
35976,Indiana,La Porte,18,91,1795,5,HMGP,2008
35977,Kentucky,Metcalfe,21,169,1818,4,HMGP,2009
35978,Missouri,Greene,29,77,1822,7,HMGP,2009
35979,Texas,Cameron,48,61,1791,6,HMGP,2008
35980,Louisiana,Statewide,22,0,1603,6,HMGP,2005
35981,Oklahoma,Atoka,40,5,1876,6,HMGP,2010
35982,Georgia,Gwinnett,13,135,1858,4,HMGP,2009
35983,Puerto Rico,Lajas,72,79,4017,2,HMGP,2011
35990,Pennsylvania,McKean,42,83,1289,3,HMGP,1999
35991,New York,Statewide,36,0,1391,2,HMGP,2001
35992,New York,Statewide,36,0,1404,2,HMGP,2002
35993,Virginia,Buchanan,51,27,1406,3,HMGP,2002
35994,New York,Chautauqua,36,13,1467,2,HMGP,2003
35995,Mississippi,Statewide,28,0,1360,4,HMGP,2001
35996,Florida,Bay,12,5,1381,4,HMGP,2001
35997,Wisconsin,Douglas,55,31,1369,5,HMGP,2001
35998,Oklahoma,Tulsa,40,143,1355,6,HMGP,2001
35999,Oklahoma,Tulsa,40,143,1452,6,HMGP,2003
36000,Missouri,Greene,29,77,1760,7,HMGP,2008
36001,Mississippi,Pike,28,113,1604,4,HMGP,2005
36002,Texas,Cameron,48,61,1791,6,HMGP,2008
36003,Kentucky,Metcalfe,21,169,1818,4,HMGP,2009
36004,North Dakota,Benson,38,5,1829,8,HMGP,2009
36005,Montana,Gallatin,30,31,1996,8,HMGP,2011
36006,Texas,Newton,48,351,1791,6,HMGP,2008
36013,Nebraska,Howard,31,93,4013,7,HMGP,2011
36014,Texas,Cameron,48,61,1791,6,HMGP,2008
36015,Pennsylvania,York,42,133,4099,3,HMGP,2013
36043,Iowa,Johnson,19,103,1763,7,HMGP,2008
36044,New York,Chautauqua,36,13,4472,2,HMGP,2020
36045,Puerto Rico,San Sebastian,72,131,4339,2,HMGP,2017
36046,Florida,Bay,12,5,4399,4,HMGP,2019
36047,Florida,Gulf,12,45,4399,4,HMGP,2019
36048,Texas,Jasper,48,241,4466,6,HMGP,2020
36049,Puerto Rico,Arecibo,72,13,4473,2,HMGP,2020
36050,Puerto Rico,Ceiba,72,37,4473,2,HMGP,2020
36051,Florida,Bay,12,5,4399,4,HMGP,2019
36052,California,Humboldt,6,23,4569,9,HMGP,2021
36053,California,Humboldt,6,23,4569,9,HMGP,2021
36054,Florida,Bay,12,5,4399,4,HMGP,2019
36055,Kentucky,Breathitt,21,25,4595,4,HMGP,2021
36056,Iowa,Madison,19,121,4483,7,HMGP,2020
36057,Illinois,Clinton,17,27,4489,5,HMGP,2020
36058,Florida,Bay,12,5,4564,4,HMGP,2020
36059,New York,Tioga,36,107,4567,2,HMGP,2021
36066,California,Humboldt,6,23,943,9,HMGP,1992
36067,California,Humboldt,6,23,943,9,HMGP,1992
36068,Puerto Rico,Statewide,72,0,1136,2,HMGP,1996
36069,California,San Francisco,6,75,845,9,HMGP,1990
36070,California,Alameda,6,1,919,9,HMGP,1992
36071,Minnesota,Statewide,27,0,1064,5,HMGP,1995
36072,Virginia,Warren,51,187,1135,3,HMGP,1996
36073,New York,Lewis,36,49,1148,2,HMGP,1997
36074,Oregon,Umatilla,41,59,1160,10,HMGP,1997
36075,Federated States of Micronesia,Yap,64,60,886,9,HMGP,1991
36076,Texas,Cameron,48,61,1780,6,HMGP,2008
36077,Indiana,Bartholomew,18,5,1766,5,HMGP,2008
36078,Texas,Jasper,48,241,1791,6,HMGP,2008
36079,Kentucky,Marion,21,155,1818,4,HMGP,2009
36080,Louisiana,Statewide,22,0,1786,6,HMGP,2008
36081,Mississippi,Statewide,28,0,1837,4,HMGP,2009
36082,New York,Statewide,36,0,1827,2,HMGP,2009
36083,California,Placer,6,61,1810,9,HMGP,2009
36084,Kentucky,Metcalfe,21,169,1818,4,HMGP,2009
36085,South Dakota,Jerauld,46,73,1887,8,HMGP,2010
36086,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36087,Wisconsin,Lafayette,55,65,994,5,HMGP,1993
36088,Texas,Cameron,48,61,900,6,HMGP,1991
36089,Vermont,Windsor,50,27,938,1,HMGP,1992
36090,Georgia,Jones,13,169,1033,4,HMGP,1994
36091,New York,Statewide,36,0,1146,2,HMGP,1997
36092,Georgia,Gwinnett,13,135,1033,4,HMGP,1994
36093,Mississippi,Statewide,28,0,4626,4,HMGP,2022
36094,Washington,Lincoln,53,43,5320,10,HMGP,2020
36095,Colorado,Jefferson,8,59,4581,8,HMGP,2021
36096,Idaho,Blaine,16,13,4313,10,HMGP,2017
36097,Louisiana,Statewide,22,0,4590,6,HMGP,2021
36098,California,Alameda,6,1,4482,9,HMGP,2020
36099,California,Alameda,6,1,4482,9,HMGP,2020
36100,Louisiana,Statewide,22,0,4611,6,HMGP,2021
