state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Georgia,18678.81,0.0,66.0,High
California,291155.58,0.0,53.0,High
Minnesota,60000.0,0.0,49.0,Moderate
Iowa,369472.0,0.0,43.0,High
New Mexico,15000.0,0.0,64.0,Low
Iowa,17970.3,0.0,10.0,High
Wisconsin,187637.06,1.46,34.0,Moderate
Georgia,89118.0,0.0,20.0,High
Vermont,3508.0,0.0,49.0,Moderate
Alabama,99888.0,3.8,27.0,High
Georgia,26637.0,0.0,48.0,High
Oklahoma,1500.0,0.0,71.0,High
Georgia,36229.0,0.0,20.0,High
Texas,27000.0,0.0,44.0,High
Michigan,584130.0,1.09,69.0,Moderate
Kansas,140700.0,1.39,29.0,High
Missouri,2098627.0,2.7,39.0,High
Kansas,151560.75,1.06,39.0,High
Florida,981.0,3.67,-34.0,High
Florida,107498.0,2.38,46.0,High
Louisiana,2220352.66,1.53,63.0,High
Kentucky,12936.0,0.0,17.0,High
South Carolina,43086.01,1.16,20.0,Moderate
North Dakota,8867.0,4.65,56.0,High
North Carolina,60666.0,7.42,23.0,High
Alabama,4000.0,1.37,112.0,High
Pennsylvania,41486.0,0.0,32.0,High
Wisconsin,77326.39,0.0,81.0,Moderate
Iowa,39895.0,0.0,52.0,High
North Carolina,764732.0,5.16,76.0,High
Alaska,16525.2,0.0,42.0,Low
Oklahoma,1860.0,0.0,67.0,High
New Jersey,75000.0,0.0,49.0,High
North Dakota,171151.0,0.0,41.0,High
Maryland,248750.0,1.01,53.0,Moderate
Texas,9353.0,0.0,108.0,High
Oklahoma,20000.0,0.0,97.0,High
Tennessee,415182.0,6.01,21.0,Moderate
South Dakota,193630.0,0.0,60.0,High
Florida,1214196.0,1.57,29.0,High
Mississippi,23123.0,0.0,22.0,High
South Carolina,139473.0,0.0,95.0,Moderate
Indiana,212686.5,0.0,55.0,Low
New Mexico,0.0,2.65,55.0,Low
Oklahoma,38000.0,0.0,88.0,High
Alabama,176577.52,1.54,82.0,High
Maine,60747.0,1.01,35.0,Low
Kentucky,148146.75,2.55,32.0,High
Texas,112766.0,0.0,51.0,High
Alabama,47125.15,1.37,130.0,High
Alabama,35585.25,0.0,49.0,High
Louisiana,10650882.0,1.25,100.0,High
Texas,821456.0,16.6,87.0,High
Montana,249343.0,0.0,99.0,Low
Alabama,36225.0,0.0,8.0,High
Iowa,240327.44,2.04,18.0,High
North Carolina,14730.0,0.0,14.0,High
New York,112050.0,1.55,38.0,High
Vermont,50400.0,1.05,21.0,Moderate
Washington,1378084.0,2.91,81.0,High
Indiana,1001477.0,0.0,71.0,Low
Vermont,5341.87,0.0,116.0,Moderate
Iowa,2147989.0,2.07,41.0,High
Georgia,13499.0,0.0,29.0,High
Iowa,207339.0,0.0,38.0,High
Mississippi,5870331.0,1.84,48.0,High
Texas,1119075.0,2.21,0.0,High
Missouri,36073.0,0.0,51.0,High
Iowa,882168.0,0.0,8.0,High
Tennessee,4116598.0,1.22,57.0,Moderate
Kentucky,63480.0,1.08,60.0,High
North Dakota,128250.0,6.57,52.0,High
Alabama,104845.05,13.39,117.0,High
Florida,32642.0,3.14,59.0,High
New Jersey,0.0,2.91,36.0,High
Florida,2570350.0,2.02,55.0,High
Louisiana,27000.0,0.0,66.0,High
Oregon,51191.23,0.0,26.0,Moderate
Mississippi,16994.0,0.0,24.0,High
Pennsylvania,150300.0,1.46,97.0,High
Oklahoma,3398.0,0.0,3.0,High
Alabama,56060.0,1.37,87.0,High
New Jersey,0.0,1.17,83.0,High
Texas,60269.0,0.0,111.0,High
New York,443969.59,1.56,-1.0,High
South Dakota,72386.0,1.15,27.0,High
Ohio,0.0,3.64,20.0,Moderate
Maine,8633.51,0.0,73.0,Low
Oklahoma,41048.0,0.0,82.0,High
Florida,318222.0,0.84,97.0,High
Missouri,18612.93,0.0,18.0,High
South Dakota,14025.0,0.0,36.0,High
South Dakota,61768.0,1.33,20.0,High
Florida,146580.0,1.71,31.0,High
Nebraska,1239251.0,1.26,22.0,High
Iowa,3609.0,0.0,28.0,High
Oklahoma,18337.5,0.0,38.0,High
Texas,1008264.61,1.92,58.0,High
Mississippi,14089.0,0.0,47.0,High
Oregon,31534.43,0.0,50.0,Moderate
California,999999.0,2.7,63.0,High
Indiana,32000.0,0.0,47.0,Low
Mississippi,265582.0,1.0,45.0,High
Missouri,22048.41,0.0,11.0,High
Florida,1228382.0,1.62,39.0,High
New York,144528.0,0.0,57.0,High
Alabama,21253.2,3.53,125.0,High
Guam,187392.0,3.26,127.0,Low
Ohio,15300.0,0.0,59.0,Moderate
Oregon,20565.0,0.0,54.0,Moderate
Kentucky,31691.31,0.0,88.0,High
Minnesota,21000.0,0.0,37.0,Moderate
Oklahoma,16733.67,0.0,40.0,High
Tennessee,328020.0,2.21,44.0,Moderate
Oklahoma,99750.0,0.0,42.0,High
Mississippi,37500.0,0.0,31.0,High
Michigan,971226.0,1.01,36.0,Moderate
Arkansas,225000.0,2.94,38.0,Moderate
Alabama,73871.0,1.37,79.0,High
Ohio,318788.25,4.63,40.0,Moderate
Texas,1380746.0,1.25,112.0,High
Oklahoma,2501.0,0.0,75.0,High
Alaska,140555.0,1.01,36.0,Low
Guam,392290.0,4.29,110.0,Low
Ohio,24479.21,0.0,28.0,Moderate
Nebraska,18705.75,0.0,33.0,High
South Dakota,0.0,1.11,22.0,High
Louisiana,3245177.0,1.82,132.0,High
Connecticut,164475.0,2.17,55.0,Moderate
Mississippi,28235.0,0.0,24.0,High
Connecticut,0.0,1.43,62.0,Moderate
Wisconsin,4560.0,0.0,28.0,Moderate
Michigan,76401.0,1.0,40.0,Moderate
Virginia,65800.0,2.9,122.0,Moderate
Tennessee,961089.0,1.08,66.0,Moderate
Tennessee,90975.0,1.19,25.0,Moderate
Kansas,278724.0,1.29,22.0,High
Florida,0.0,1.09,8.0,High
Florida,189216.75,3.74,37.0,High
Alabama,69035.79,6.03,114.0,High
California,69950.0,0.0,33.0,High
New Hampshire,505810.0,2.05,28.0,Moderate
New Jersey,3858879.07,0.0,81.0,High
Florida,11738.0,1.93,49.0,High
Iowa,3047489.0,1.09,56.0,High
Alabama,48547.75,1.37,137.0,High
Utah,162497.0,1.15,31.0,Low
Virginia,597139.0,1.77,45.0,Moderate
Iowa,4279450.0,1.7,41.0,High
New Jersey,108919.0,0.0,49.0,High
Nebraska,208636.37,6.19,33.0,High
Alabama,58526.0,1.32,18.0,High
Nebraska,121910.0,0.0,33.0,High
Alabama,74190.0,0.0,28.0,High
California,34891.5,0.0,26.0,High
South Dakota,103292.0,1.01,26.0,High
Mississippi,1931985.0,1.39,48.0,High
Michigan,187500.0,1.08,56.0,Moderate
Louisiana,181695.0,0.0,150.0,High
California,26841.52,4.83,154.0,High
Tennessee,700249.0,1.01,62.0,Moderate
Connecticut,88739.0,3.19,94.0,Moderate
New Jersey,250000.0,2.37,1.0,High
Iowa,125374.0,0.0,51.0,High
New Mexico,199382.73,0.0,88.0,Low
California,236514.0,36.6,154.0,High
Alabama,180809.87,6.41,92.0,High
Indiana,122500.0,1.58,82.0,Low
Louisiana,198641.0,1.17,37.0,High
Tennessee,48750.0,0.0,4.0,Moderate
Washington,391657.5,1.57,0.0,High
Florida,21972.0,2.53,71.0,High
Michigan,67830.0,2.88,48.0,Moderate
Kentucky,419198.19,1.11,77.0,High
New Jersey,75000.0,8.46,25.0,High
Florida,195129.66,1.32,59.0,High
Georgia,2268.79,0.0,32.0,High
Wisconsin,0.0,0.0,78.0,Moderate
Virginia,174157.0,0.0,-13.0,Moderate
Oregon,278133.44,1.4,48.0,Moderate
Missouri,1501614.0,3.01,37.0,High
Alabama,52752.29,4.46,124.0,High
Texas,3013668.87,1.67,92.0,High
Florida,680136.55,1.14,43.0,High
Virgin Islands of the U.S.,13475.0,5.4,81.0,Low
New Jersey,75000.0,1.06,39.0,High
Alabama,110391.85,5.3,118.0,High
Ohio,668440.62,1.73,42.0,Moderate
Florida,76537.0,5.07,40.0,High
Ohio,2070.0,1.0,14.0,Moderate
South Carolina,343588.65,2.08,73.0,Moderate
Texas,189085.0,1.23,51.0,High
Florida,200000.0,1.29,40.0,High
Wisconsin,345373.76,1.55,37.0,Moderate
South Dakota,258750.0,1.03,18.0,High
Oklahoma,30839.95,0.0,41.0,High
Alabama,49575.0,0.0,13.0,High
Kentucky,2027438.02,1.85,86.0,High
Georgia,9679.0,0.0,11.0,High
Ohio,88948.0,1.54,44.0,Moderate
North Carolina,86320.0,0.0,41.0,High
Alabama,79338.0,7.18,66.0,High
Iowa,19868.0,0.0,34.0,High
Tennessee,18003.0,0.0,29.0,Moderate
Kentucky,92250.0,0.0,22.0,High
Iowa,29357.0,0.0,47.0,High
Arizona,403539.0,2.55,48.0,Low
New Jersey,111692.0,2.21,44.0,High
Louisiana,567931.7,1.66,121.0,High
Maryland,19424.0,0.0,0.0,Moderate
Alabama,29171.0,0.0,16.0,High
Kansas,314688.0,2.0,38.0,High
Missouri,16437.0,0.0,5.0,High
Florida,63048.0,1.27,40.0,High
Arkansas,0.0,13.59,76.0,Moderate
Alabama,29771.0,0.0,14.0,High
Nevada,126000.0,5.63,47.0,Low
Delaware,830391.75,0.0,44.0,Low
Iowa,194741.0,4.1,33.0,High
New Hampshire,277928.0,0.0,76.0,Moderate
Vermont,535875.0,8.3,44.0,Moderate
Florida,168168.55,18.18,48.0,High
West Virginia,183553.0,12.05,0.0,Moderate
Massachusetts,648575.42,0.0,115.0,Moderate
Montana,28249.0,0.0,52.0,Low
Georgia,2738587.5,1.81,44.0,High
Rhode Island,88321.0,1.03,70.0,Low
Ohio,503943.93,1.18,46.0,Moderate
Montana,24699.0,0.0,54.0,Low
Massachusetts,15000.0,0.0,37.0,Moderate
Indiana,259950.0,0.0,51.0,Low
Washington,34144.02,2.83,19.0,High
Kansas,67250.0,0.0,57.0,High
Florida,87000.0,1.83,43.0,High
Mississippi,74969.0,0.0,16.0,High
Louisiana,3644.0,19.65,26.0,High
Louisiana,1231510.73,0.0,99.0,High
Virgin Islands of the U.S.,1670487.0,1.13,30.0,Low
Georgia,80316.0,0.0,14.0,High
Washington,127816.49,0.0,94.0,High
Alabama,54120.0,0.0,63.0,High
Vermont,356100.0,0.0,76.0,Moderate
Florida,74761.0,5.48,37.0,High
Guam,1823099.0,7.98,120.0,Low
New Jersey,395334.0,2.44,43.0,High
Indiana,428156.25,2.9,81.0,Low
Florida,10829.0,3.76,46.0,High
Missouri,193078.0,0.0,37.0,High
Alabama,10697.0,0.0,23.0,High
North Dakota,26734.75,0.0,36.0,High
Washington,249354.0,3.02,43.0,High
Texas,72496.0,2.23,153.0,High
Alaska,23638.0,2.8,40.0,Low
Louisiana,30000.0,1.16,79.0,High
Alabama,14121.0,0.0,20.0,High
New Hampshire,198966.0,1.32,78.0,Moderate
Idaho,29750.0,0.0,29.0,Low
New York,37500.0,0.0,46.0,High
Alabama,14121.0,0.0,19.0,High
Alabama,116061.96,11.68,115.0,High
Louisiana,2692609.0,1.1,144.0,High
North Dakota,27000.0,0.0,25.0,High
Mississippi,73818.0,4.26,15.0,High
Washington,272875.36,2.2,44.0,High
Florida,338184.9,0.0,78.0,High
Tennessee,0.0,1.0,26.0,Moderate
Ohio,1260513.0,0.0,76.0,Moderate
Virginia,262500.0,0.0,0.0,Moderate
Massachusetts,38955.0,1.08,23.0,Moderate
Mississippi,1155534.0,2.91,35.0,High
Ohio,2974944.0,3.38,62.0,Moderate
Louisiana,599780.0,2.22,58.0,High
Kentucky,34535.0,0.0,20.0,High
Kentucky,115154.0,0.0,45.0,High
New York,259025.0,5.55,108.0,High
Missouri,1833975.0,2.73,36.0,High
Indiana,17064.0,0.0,69.0,Low
Nebraska,56822.0,0.0,26.0,High
North Dakota,1163766.0,1.03,35.0,High
Mississippi,18000.0,0.0,26.0,High
New Mexico,30383.0,0.0,48.0,Low
Hawaii,34449.0,0.0,32.0,Low
Louisiana,50000.0,0.0,59.0,High
North Carolina,7500.0,0.0,32.0,High
Texas,55625.0,0.0,89.0,High
Florida,150295.0,2.54,20.0,High
Maryland,51063.0,0.0,74.0,Moderate
Iowa,5748.0,1.37,21.0,High
Arkansas,518784.0,1.0,52.0,Moderate
Kentucky,8521.0,0.0,27.0,High
Oklahoma,12000.0,0.0,47.0,High
Kentucky,45000.0,0.0,34.0,High
Kentucky,195123.6,1.16,63.0,High
Iowa,200547.0,0.0,26.0,High
California,1705578.76,1.15,43.0,High
Iowa,41250.0,0.0,38.0,High
Iowa,791801.0,2.9,24.0,High
California,1080561.0,0.0,51.0,High
South Dakota,19124.0,0.0,19.0,High
Illinois,162054.67,1.0,100.0,Moderate
Oregon,156055.0,4.94,53.0,Moderate
Virginia,648899.41,1.11,62.0,Moderate
Iowa,14863.0,0.0,51.0,High
Massachusetts,4000.0,0.0,56.0,Moderate
Oklahoma,235463.0,7.2,76.0,High
California,37500.0,0.0,24.0,High
Alabama,17813.0,0.0,24.0,High
Arkansas,441970.5,1.55,0.0,Moderate
Texas,300000.0,0.0,136.0,High
Oklahoma,18000.0,0.0,50.0,High
Oklahoma,851463.0,2.62,64.0,High
Mississippi,30309.0,0.0,19.0,High
Alabama,46658.0,0.0,26.0,High
Texas,263945.0,7.45,118.0,High
Massachusetts,42528.75,2.48,43.0,Moderate
New Jersey,148500.0,5.18,84.0,High
Arkansas,1117201.0,3.95,62.0,Moderate
Alaska,221243.79,3.47,39.0,Low
Colorado,199593.82,1.21,46.0,Moderate
Texas,625254.0,0.0,77.0,High
Oklahoma,23048.0,0.0,23.0,High
Pennsylvania,283281.0,0.0,58.0,High
Vermont,3275.0,1.83,53.0,Moderate
Puerto Rico,89879.0,0.0,36.0,Moderate
Florida,346981.0,16.55,58.0,High
New Jersey,3596088.97,1.39,50.0,High
New Jersey,113100.0,1.02,101.0,High
Oklahoma,30000.0,0.0,22.0,High
California,501188.0,0.0,56.0,High
Florida,10715.0,2.41,36.0,High
North Dakota,386264.0,1.05,47.0,High
South Dakota,22496.0,0.0,36.0,High
Missouri,1352814.0,4.54,29.0,High
North Carolina,33750.0,0.0,57.0,High
Florida,2321.0,1.0,19.0,High
Michigan,94971.0,1.51,102.0,Moderate
Mississippi,95167.0,0.0,54.0,High
Louisiana,1025657.4,0.0,82.0,High
Arkansas,0.0,2.8,9.0,Moderate
South Dakota,62428.0,0.0,25.0,High
Connecticut,107772.0,1.82,56.0,Moderate
Alabama,81952.0,1.37,95.0,High
Mississippi,31541.0,0.0,11.0,High
South Carolina,0.0,1.0,49.0,Moderate
Guam,840842.0,2.52,120.0,Low
Iowa,182128.0,5.31,53.0,High
New Jersey,558772.0,1.86,42.0,High
Louisiana,150000.0,0.0,57.0,High
Louisiana,113000.0,1.01,121.0,High
New Jersey,1238162.32,1.08,59.0,High
North Carolina,893404.02,0.0,103.0,High
Wisconsin,38707.7,0.0,25.0,Moderate
Minnesota,24613.0,0.0,28.0,Moderate
Utah,31500.0,0.0,23.0,Low
Northern Mariana Islands,4050.0,1.08,125.0,Low
South Dakota,135987.0,1.34,29.0,High
Puerto Rico,21000.0,0.0,30.0,Moderate
California,3411750.0,19.06,47.0,High
Indiana,821537.0,0.0,81.0,Low
Montana,11976.0,1.0,27.0,Low
Massachusetts,342500.0,0.0,59.0,Moderate
Texas,110131.91,0.0,54.0,High
Louisiana,196049.93,4.49,90.0,High
Washington,246966.0,0.0,60.0,High
Mississippi,28900.0,0.0,38.0,High
Vermont,28614.0,1.03,17.0,Moderate
Kentucky,26612.0,0.0,22.0,High
Florida,137769.0,1.98,47.0,High
Alabama,12553.0,0.0,20.0,High
North Carolina,60000.0,0.0,48.0,High
Florida,131831.81,1.02,31.0,High
Nebraska,33262.64,2.61,15.0,High
North Carolina,383509.43,1.13,90.0,High
Alabama,292500.0,1.92,40.0,High
New York,223670.0,1.93,98.0,High
South Carolina,595634.0,0.0,31.0,Moderate
Florida,108937.5,3.02,49.0,High
Kansas,12156073.0,3.17,67.0,High
Florida,682917.88,1.03,50.0,High
Virginia,23044.79,0.0,55.0,Moderate
Florida,451627.0,1.0,68.0,High
Alabama,183733.0,3.13,81.0,High
Florida,34399.35,1.67,37.0,High
Tennessee,454407.65,7.68,36.0,Moderate
Nebraska,46621.0,0.0,71.0,High
New Jersey,70000.0,1.37,78.0,High
Oklahoma,131250.0,0.0,69.0,High
Alaska,10942.0,0.0,49.0,Low
Arkansas,274292.0,1.0,55.0,Moderate
Minnesota,121514.0,1.03,24.0,Moderate
Arkansas,7994.0,0.0,53.0,Moderate
Ohio,0.0,1.25,40.0,Moderate
Florida,1591014.46,1.25,47.0,High
Vermont,8337.0,1.08,26.0,Moderate
Missouri,38379.0,0.0,41.0,High
Florida,520050.0,1.13,22.0,High
Kansas,16253.0,0.0,44.0,High
Pennsylvania,177716.0,0.0,52.0,High
Alabama,63422.0,9.21,91.0,High
Alabama,103783.21,5.11,113.0,High
Iowa,11029.5,0.0,11.0,High
Alabama,29625.0,0.0,19.0,High
Texas,1012500.0,1.06,64.0,High
North Dakota,1879205.0,1.02,51.0,High
Texas,57959.25,0.0,38.0,High
Washington,101222.0,0.0,59.0,High
Arkansas,703312.0,3.24,34.0,Moderate
Montana,435000.0,1.64,71.0,Low
Oklahoma,38336.0,0.0,20.0,High
New York,0.0,0.0,86.0,High
Texas,763671.89,1.1,33.0,High
Florida,60922.0,1.16,33.0,High
Virginia,99405.0,1.0,43.0,Moderate
Alabama,23250.0,9.23,81.0,High
Maryland,153771.0,1.08,-0.0,Moderate
North Carolina,20625.0,0.0,28.0,High
Florida,586836.75,1.22,59.0,High
Mississippi,24844.0,0.0,19.0,High
Texas,166257.0,3.97,69.0,High
New Jersey,50000.0,1.68,29.0,High
Tennessee,1062186.0,1.11,67.0,Moderate
New York,82500.0,0.0,22.0,High
Kentucky,19125.0,0.0,19.0,High
Puerto Rico,22118.0,11.54,55.0,Moderate
South Dakota,15137.0,0.0,21.0,High
Mississippi,355255.0,0.0,59.0,High
Connecticut,1036053.0,137.84,67.0,Moderate
Virgin Islands of the U.S.,16023.0,0.0,52.0,Low
Oklahoma,325733.0,0.0,108.0,High
Illinois,42525.0,0.0,58.0,Moderate
New York,59542.0,0.0,44.0,High
Missouri,22500.0,0.0,10.0,High
Ohio,113656.0,2.02,50.0,Moderate
Missouri,1209525.0,2.25,31.0,High
Oklahoma,20000.0,0.0,96.0,High
Alabama,62057.0,9.5,108.0,High
Oklahoma,17900.04,0.0,54.0,High
West Virginia,526520.76,2.59,62.0,Moderate
California,53287.0,0.0,20.0,High
Kansas,15773.0,0.0,39.0,High
California,6611.0,16.92,80.0,High
Iowa,543672.9,2.26,15.0,High
West Virginia,84988.36,2.08,0.0,Moderate
New Jersey,5619466.0,1.96,79.0,High
North Dakota,176147.0,0.0,56.0,High
Oklahoma,15000.0,0.0,51.0,High
Alabama,122625.09,11.43,78.0,High
New Hampshire,333750.0,1.01,44.0,Moderate
Alabama,33139.0,2.65,68.0,High
Tennessee,16518.0,0.0,4.0,Moderate
Michigan,12010.0,0.0,44.0,Moderate
Vermont,48698.0,1.16,80.0,Moderate
Washington,112500.0,0.0,72.0,High
Texas,539536.72,0.0,121.0,High
South Dakota,814943.0,2.63,40.0,High
Michigan,49359.0,0.0,85.0,Moderate
Florida,38017.0,5.03,30.0,High
South Carolina,42999.5,1.09,44.0,Moderate
Oklahoma,17158.0,0.0,48.0,High
Mississippi,81628.0,0.0,23.0,High
Michigan,27900.0,0.0,20.0,Moderate
Utah,541219.0,2.24,27.0,Low
Nebraska,18387.61,49.26,35.0,High
Iowa,1033809.0,0.0,47.0,High
Arizona,361971.0,1.0,49.0,Low
Nebraska,566249.0,1.76,51.0,High
Ohio,599019.0,0.0,96.0,Moderate
Louisiana,94145.0,1.58,162.0,High
California,335961.33,3.29,47.0,High
Kentucky,309143.0,1.37,75.0,High
Vermont,6850.0,0.0,27.0,Moderate
North Carolina,2114617.8,1.98,65.0,High
Michigan,149280.0,3.01,46.0,Moderate
Michigan,0.0,3.44,26.0,Moderate
South Carolina,7613.0,0.0,37.0,Moderate
North Dakota,5415.0,0.0,5.0,High
North Dakota,10715.0,0.0,71.0,High
Florida,8434283.0,1.13,86.0,High
Kansas,24628.0,0.0,50.0,High
Colorado,58194.0,0.0,33.0,Moderate
Kentucky,94667.0,0.0,69.0,High
Wisconsin,26608.2,0.0,10.0,Moderate
Montana,42932.0,0.0,22.0,Low
Mississippi,33150.0,0.0,21.0,High
Connecticut,156648.0,0.0,36.0,Moderate
Kentucky,11353.0,0.0,54.0,High
Arkansas,725287.0,1.0,49.0,Moderate
Alabama,91571.0,0.0,19.0,High
North Dakota,163123.0,1.08,34.0,High
Alabama,35072.0,1.37,93.0,High
Maryland,517453.66,0.0,68.0,Moderate
Oklahoma,20000.0,0.0,65.0,High
Iowa,539810.0,1.75,38.0,High
Alabama,237765.0,9.91,25.0,High
South Dakota,127200.0,1.08,41.0,High
Iowa,37500.0,0.0,38.0,High
Oklahoma,31971.0,0.0,57.0,High
Kansas,15934.0,0.0,40.0,High
Indiana,402319.0,1.03,74.0,Low
Kentucky,519757.0,2.23,32.0,High
Oklahoma,10000.0,0.0,38.0,High
Georgia,13898.0,0.0,73.0,High
Ohio,1248151.0,1.53,39.0,Moderate
New Hampshire,61500.0,6.54,45.0,Moderate
Alabama,1075032.0,5.57,19.0,High
Iowa,3750.0,0.0,35.0,High
Virginia,611247.0,1.01,0.0,Moderate
Missouri,66676.69,0.0,23.0,High
Kansas,23891.0,0.0,35.0,High
Arkansas,717569.0,3.82,19.0,Moderate
Mississippi,6608.22,17.23,23.0,High
Mississippi,7425.0,1.17,19.0,High
Missouri,1220046.88,2.0,30.0,High
Illinois,46167.0,0.0,32.0,Moderate
New York,96059.0,0.0,83.0,High
South Carolina,91658.4,5.17,48.0,Moderate
Florida,952470.0,6.0,39.0,High
Nebraska,86168.0,1.46,50.0,High
Louisiana,1271792.0,1.24,110.0,High
California,660000.0,7.32,17.0,High
Colorado,93410.0,0.0,46.0,Moderate
Washington,922897.0,1.94,1.0,High
New York,88087.0,0.0,83.0,High
Louisiana,516234.0,1.47,115.0,High
West Virginia,100690.38,3.7,36.0,Moderate
South Dakota,66701.0,0.0,39.0,High
Alabama,3718.0,1.37,112.0,High
Louisiana,838484.55,1.02,168.0,High
South Dakota,60486.55,0.0,33.0,High
Florida,967350.0,1.12,45.0,High
Florida,10382.0,1.94,37.0,High
Texas,34090.95,0.0,88.0,High
Florida,246881.44,2.02,77.0,High
South Carolina,0.0,0.0,40.0,Moderate
Virginia,377655.0,2.23,27.0,Moderate
Florida,3116.0,7.79,29.0,High
California,120000.0,0.0,12.0,High
Kentucky,495000.0,1.0,66.0,High
Wisconsin,58591.13,0.0,27.0,Moderate
West Virginia,116695.0,3.09,14.0,Moderate
New Jersey,249999.58,6.73,1.0,High
California,4999999.9,3.84,35.0,High
Oklahoma,59978.0,0.0,61.0,High
Mississippi,579029.91,4.03,48.0,High
Tennessee,1228883.0,3.02,42.0,Moderate
Arkansas,29246.0,5.1,31.0,Moderate
New York,90000.0,0.0,27.0,High
Alabama,8000.0,1.37,10.0,High
Maryland,14583.0,0.0,37.0,Moderate
Kansas,186483.0,0.0,31.0,High
Ohio,16250.0,0.0,21.0,Moderate
Michigan,52212.78,1.19,57.0,Moderate
New Jersey,248182.27,2.39,76.0,High
New Jersey,75000.0,1.02,43.0,High
Kansas,178200.0,1.23,29.0,High
Alabama,45140.0,0.0,35.0,High
Oregon,77903.0,2.16,82.0,Moderate
Washington,21114.75,0.0,56.0,High
Texas,933750.0,1.03,114.0,High
New York,55110.0,5.0,14.0,High
California,116895.0,1.79,154.0,High
Texas,84042.26,0.0,29.0,High
Georgia,26455.5,0.0,46.0,High
Delaware,1381368.75,3.34,0.0,Low
Ohio,96141.0,0.0,37.0,Moderate
Alabama,32100.0,0.0,20.0,High
Kentucky,3378.0,0.0,10.0,High
Iowa,7505.99,0.0,9.0,High
Florida,16307.0,1.98,55.0,High
Arkansas,1049438.0,5.04,21.0,Moderate
Florida,1849541.0,1.63,90.0,High
Washington,25317.75,0.0,48.0,High
Tennessee,1131530.0,2.85,0.0,Moderate
Louisiana,33488.0,1.25,124.0,High
South Dakota,73421.91,1.12,23.0,High
Michigan,664505.5,1.01,56.0,Moderate
Pennsylvania,679201.43,1.0,40.0,High
South Dakota,77250.0,1.06,23.0,High
Alabama,170372.85,6.41,95.0,High
Washington,773665.0,1.56,38.0,High
Alabama,1291796.0,4.57,122.0,High
Washington,89017.65,2.86,58.0,High
Oklahoma,280019.0,0.0,48.0,High
Mississippi,43308.0,0.0,12.0,High
Oklahoma,15000.0,0.0,104.0,High
Oklahoma,25125.0,0.0,21.0,High
Puerto Rico,407453.0,1.1,55.0,Moderate
Minnesota,1950272.9,38.5,41.0,Moderate
Mississippi,261485.0,0.0,85.0,High
Oklahoma,10508.0,0.0,54.0,High
New York,212960.0,1.19,93.0,High
Colorado,46942.39,1.73,53.0,Moderate
Puerto Rico,0.0,1.0,42.0,Moderate
Arizona,213366.47,2.8,40.0,Low
Kansas,415013.0,3.17,36.0,High
Florida,69707.0,1.45,45.0,High
Ohio,19471.0,0.0,40.0,Moderate
Alabama,32003.0,1.37,102.0,High
Mississippi,3075.0,0.0,10.0,High
California,0.0,0.0,37.0,High
New Jersey,142080.0,1.66,57.0,High
Florida,29250.0,1.14,36.0,High
Louisiana,105897.0,0.0,98.0,High
Kansas,28559.0,0.0,42.0,High
Washington,17738.76,0.0,59.0,High
Florida,1818420.0,1.14,66.0,High
New York,401422.0,0.0,91.0,High
Alabama,44919.0,1.37,95.0,High
Maryland,64791.0,0.0,35.0,Moderate
Vermont,0.0,0.0,20.0,Moderate
Louisiana,839208.0,1.27,62.0,High
Puerto Rico,30000.0,0.0,44.0,Moderate
Arizona,0.0,0.0,21.0,Low
Oregon,7499.98,0.0,45.0,Moderate
South Carolina,413590.0,1.66,47.0,Moderate
Texas,35312.9,0.0,61.0,High
Wisconsin,14885.0,0.0,60.0,Moderate
Louisiana,851029.0,1.06,90.0,High
Kentucky,651585.6,1.46,45.0,High
Connecticut,1354812.75,0.0,92.0,Moderate
Massachusetts,1319847.0,1.33,44.0,Moderate
Vermont,4720.02,4.15,95.0,Moderate
California,30503.0,0.0,13.0,High
Texas,11250.0,0.0,58.0,High
Vermont,13975.0,0.0,48.0,Moderate
Texas,1814386.0,0.0,147.0,High
Georgia,18000.0,0.0,58.0,High
Connecticut,0.0,9.65,36.0,Moderate
Iowa,3750.0,0.0,33.0,High
Michigan,100211.0,1.0,62.0,Moderate
Alaska,7175.0,0.0,35.0,Low
Kentucky,73196.79,0.0,78.0,High
California,67500.0,0.0,19.0,High
Oklahoma,60405.0,0.0,46.0,High
California,21000.0,0.0,20.0,High
Iowa,54396.0,4.63,12.0,High
Florida,112447.0,3.82,38.0,High
Nebraska,32092.0,1.19,40.0,High
New Jersey,2382100.0,1.48,24.0,High
Georgia,29413.0,0.0,10.0,High
Washington,14182.35,0.0,53.0,High
Mississippi,158175.0,0.0,16.0,High
Kentucky,400724.86,1.43,94.0,High
Florida,515092.0,4.07,49.0,High
Louisiana,1841843.0,1.21,91.0,High
Georgia,11964.0,0.0,31.0,High
Maryland,50063.0,8.39,-0.0,Moderate
Wisconsin,102799.0,0.0,56.0,Moderate
Alaska,388500.0,5.34,56.0,Low
South Carolina,73988.16,1.88,68.0,Moderate
Iowa,105595.0,0.0,28.0,High
Tennessee,40942.0,0.0,31.0,Moderate
Iowa,22500.0,0.0,52.0,High
Rhode Island,191251.0,1.0,39.0,Low
Pennsylvania,29250.0,0.0,24.0,High
Oklahoma,38636.0,0.0,61.0,High
Kentucky,61193.0,0.0,33.0,High
Iowa,561392.0,2.31,44.0,High
