state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
South Dakota,53330.27,0.0,32.0,High
Puerto Rico,465563.0,6.85,58.0,Moderate
Vermont,15778.0,1.78,55.0,Moderate
Mississippi,1116680.0,2.0,56.0,High
Maryland,392924.0,0.0,-20.0,Moderate
Florida,144374.0,4.34,54.0,High
Wisconsin,41486.0,0.0,66.0,Moderate
Oklahoma,20000.0,0.0,96.0,High
Idaho,0.0,0.0,1.0,Low
South Carolina,172569.0,1.12,23.0,Moderate
Nevada,43759.98,0.0,31.0,Low
Massachusetts,227898.64,1.01,41.0,Moderate
Idaho,23182.0,0.0,47.0,Low
California,2574996.0,1.88,65.0,High
Missouri,45055.77,0.0,15.0,High
Wisconsin,206186.16,0.0,54.0,Moderate
Georgia,3322.0,0.0,3.0,High
New York,83347.0,0.0,110.0,High
Puerto Rico,17090.0,20.74,16.0,Moderate
Florida,121421.0,1.31,102.0,High
Puerto Rico,45000.0,0.0,45.0,Moderate
Wisconsin,90671.0,1.12,157.0,Moderate
Ohio,15300.0,0.0,59.0,Moderate
Arkansas,30000.0,0.0,62.0,Moderate
Texas,49817.0,0.0,74.0,High
Iowa,30000.0,0.0,52.0,High
Oklahoma,57047.0,13.58,42.0,High
Texas,178993.75,1.39,97.0,High
Mississippi,6096275.0,0.0,109.0,High
Florida,5734133.0,4.27,110.0,High
Florida,113992.0,4.46,50.0,High
Florida,538838.0,4.73,42.0,High
New York,402512.0,0.0,82.0,High
Alaska,234000.0,5.53,18.0,Low
Minnesota,63793.0,0.0,16.0,Moderate
Florida,209254.0,5.57,47.0,High
Mississippi,230507.0,0.0,25.0,High
Alabama,355895.0,10.0,27.0,High
Florida,372442.0,1.68,46.0,High
Missouri,193078.0,0.0,37.0,High
Kentucky,79932.0,1.13,17.0,High
New York,52500.0,0.0,30.0,High
Pennsylvania,56792.0,0.0,45.0,High
Texas,2816150.74,37.66,96.0,High
Montana,19207.0,0.0,43.0,Low
Mississippi,18685687.4,2.63,78.0,High
Connecticut,568034.0,1.18,38.0,Moderate
Mississippi,168308.0,0.0,36.0,High
Puerto Rico,22500.0,0.0,32.0,Moderate
Mississippi,157841.0,0.0,71.0,High
Nevada,16590.0,0.0,41.0,Low
Alabama,4000.0,1.37,110.0,High
Florida,241076.09,3.95,95.0,High
New York,286688.0,0.0,82.0,High
California,1256827.0,1.06,28.0,High
California,3439633.1,1.03,71.0,High
Connecticut,124425.0,0.0,48.0,Moderate
California,7775.0,10.33,5.0,High
Alabama,28146.0,0.0,17.0,High
North Carolina,24000.0,0.0,38.0,High
Louisiana,2034424.59,1.13,70.0,High
Louisiana,179465.17,1.88,86.0,High
Louisiana,219750.0,2.47,22.0,High
Texas,2071589.39,1.0,103.0,High
Louisiana,5412104.0,2.01,136.0,High
Kentucky,1208.0,0.0,13.0,High
Texas,1309927.2,1.64,118.0,High
Maine,15000.0,0.0,15.0,Low
Indiana,37191.0,0.0,58.0,Low
Louisiana,65000.0,0.0,48.0,High
Washington,914660.0,4.32,37.0,High
Texas,2874615.42,4.28,112.0,High
Virgin Islands of the U.S.,24350.0,3.32,81.0,Low
Mississippi,78632.0,0.0,14.0,High
Texas,452789.97,3.2,128.0,High
Minnesota,117670.0,0.0,13.0,Moderate
Indiana,14370.0,0.0,61.0,Low
Connecticut,135525.0,0.0,48.0,Moderate
New York,132810.0,0.0,60.0,High
Massachusetts,261103.0,1.94,28.0,Moderate
Connecticut,52425.0,0.0,24.0,Moderate
Alabama,127747.0,1.37,96.0,High
Connecticut,138994.0,0.0,55.0,Moderate
Minnesota,24485.0,0.0,32.0,Moderate
Maryland,14583.0,0.0,37.0,Moderate
Colorado,96459.0,5.66,42.0,Moderate
Oregon,79294.77,0.0,32.0,Moderate
California,69170.25,0.0,35.0,High
South Dakota,7500.0,0.0,28.0,High
Kentucky,1643462.65,3.34,87.0,High
California,59772.0,0.0,32.0,High
Iowa,28911.75,0.0,13.0,High
Georgia,6536.0,0.0,69.0,High
California,1854171.21,1.24,32.0,High
Georgia,24409.11,0.0,60.0,High
Maryland,77614.9,1.0,42.0,Moderate
Missouri,272719.33,1.71,42.0,High
Florida,90827.0,2.41,45.0,High
New York,177544.0,0.0,81.0,High
Nevada,45248.0,0.0,54.0,Low
Missouri,1148.0,0.0,27.0,High
Georgia,11404.0,0.0,25.0,High
Pennsylvania,599468.94,1.0,43.0,High
Florida,343666.31,3.94,47.0,High
South Carolina,0.0,1.4,10.0,Moderate
Minnesota,30000.0,0.0,23.0,Moderate
New York,462750.0,0.0,89.0,High
North Carolina,3609232.0,0.0,78.0,High
Michigan,5242.0,0.0,25.0,Moderate
Arkansas,539740.0,1.95,53.0,Moderate
Florida,324509.0,1.12,55.0,High
Florida,167105.0,1.1,24.0,High
Oklahoma,446853.0,0.0,55.0,High
Louisiana,301238.0,1.62,37.0,High
Massachusetts,260813.0,4.73,58.0,Moderate
Ohio,21676.0,0.0,60.0,Moderate
Connecticut,131119.0,0.0,55.0,Moderate
Connecticut,457663.92,4.01,97.0,Moderate
Connecticut,172125.0,8.13,71.0,Moderate
Connecticut,0.0,0.0,14.0,Moderate
Connecticut,0.0,0.0,40.0,Moderate
Iowa,37500.0,0.0,39.0,High
Arkansas,450000.0,2.11,39.0,Moderate
South Dakota,16064.0,1.24,11.0,High
Minnesota,98799.23,0.0,58.0,Moderate
North Carolina,1375578.0,0.0,57.0,High
North Carolina,17197.0,0.0,50.0,High
Mississippi,25186.0,0.0,12.0,High
Tennessee,1629025.0,1.5,61.0,Moderate
Arkansas,518784.0,1.0,52.0,Moderate
Wisconsin,70406.0,0.0,60.0,Moderate
Mississippi,12227.0,0.0,24.0,High
Florida,347455.0,2.36,73.0,High
Maryland,9996.0,0.0,28.0,Moderate
North Carolina,34686.0,3.88,58.0,High
Nebraska,9000.0,0.0,10.0,High
California,115419.0,1.27,36.0,High
Georgia,14519.0,0.0,45.0,High
Massachusetts,154462.5,3.0,41.0,Moderate
Ohio,7284.14,1.89,23.0,Moderate
Texas,2953425.02,1.32,92.0,High
Mississippi,570851.0,3.73,97.0,High
Alabama,60080.0,1.37,84.0,High
Minnesota,149043.0,0.0,38.0,Moderate
North Carolina,893404.02,0.0,103.0,High
Alabama,31057.0,1.37,95.0,High
Mississippi,37613.0,0.0,22.0,High
Vermont,228009.0,0.0,135.0,Moderate
Louisiana,1043888.85,6.69,105.0,High
Arkansas,19000.0,0.0,36.0,Moderate
Washington,50741.0,0.0,63.0,High
Maryland,28245.0,24.11,25.0,Moderate
Minnesota,29141.0,0.0,24.0,Moderate
Oklahoma,629324.41,9.18,57.0,High
South Carolina,39779.25,0.0,40.0,Moderate
Vermont,69104.0,0.0,34.0,Moderate
Washington,466047.35,2.99,50.0,High
Kentucky,1044344.04,1.0,75.0,High
New York,15260486.0,0.0,175.0,High
California,60480.0,0.0,39.0,High
New Jersey,524476.0,1.62,66.0,High
Idaho,32807.0,0.0,41.0,Low
California,132884.0,0.0,22.0,High
New York,26562.54,1.38,26.0,High
Iowa,22500.0,0.0,29.0,High
North Carolina,339446.0,0.0,54.0,High
North Carolina,10125246.0,0.0,78.0,High
Mississippi,33581.0,0.0,12.0,High
Illinois,110005.0,0.83,56.0,Moderate
Oklahoma,18000.0,0.0,61.0,High
Mississippi,21317.0,0.0,61.0,High
Wisconsin,75902.0,0.0,61.0,Moderate
Oklahoma,6000.0,0.0,100.0,High
Oklahoma,8094.0,0.0,86.0,High
Oklahoma,163860.0,1.5,51.0,High
Oklahoma,23159.86,0.0,47.0,High
Idaho,1637995.0,1.81,40.0,Low
Texas,1303405.85,2.86,74.0,High
Mississippi,23767.0,0.0,25.0,High
Florida,15237.0,7.5,40.0,High
Florida,21474.0,1.97,18.0,High
Alabama,3500.0,2.61,15.0,High
Nebraska,9000.0,0.0,13.0,High
Louisiana,9803253.12,0.0,160.0,High
Iowa,14786.0,0.0,31.0,High
Texas,123084.0,1.48,48.0,High
New Hampshire,123093.75,3.14,18.0,Moderate
Kansas,512089.76,0.0,15.0,High
North Carolina,723841.87,0.0,67.0,High
Mississippi,402276.65,5.99,27.0,High
Wisconsin,245064.39,0.0,43.0,Moderate
Oklahoma,29640.93,0.0,61.0,High
Texas,176158.29,0.0,54.0,High
Florida,72544.43,1.33,23.0,High
Kentucky,2581526.5,2.6,70.0,High
Kentucky,495000.0,1.0,66.0,High
Pennsylvania,620000.0,1.0,28.0,High
Nebraska,9000.0,0.0,9.0,High
Mississippi,54662.0,0.0,13.0,High
New York,24943.0,2.87,58.0,High
Alaska,500253.0,1.88,30.0,Low
Iowa,1745144.0,1.51,62.0,High
Puerto Rico,73355.0,0.0,30.0,Moderate
Ohio,906357.13,0.0,44.0,Moderate
North Dakota,37138.5,0.0,26.0,High
Tennessee,40411.0,0.0,41.0,Moderate
South Dakota,9375.0,0.0,38.0,High
California,54341.0,1.68,20.0,High
Mississippi,71777.0,0.0,21.0,High
Rhode Island,13300.0,0.0,43.0,Low
Oklahoma,286938.87,9.18,63.0,High
Kentucky,112895.0,2.0,37.0,High
Oklahoma,47689.58,0.0,57.0,High
Texas,31500.0,0.0,35.0,High
Virginia,610294.07,2.55,48.0,Moderate
Oregon,18731.66,0.0,63.0,Moderate
Oregon,14264.64,0.0,49.0,Moderate
Michigan,798827.99,3.58,40.0,Moderate
Florida,429975.0,9.28,46.0,High
California,1816576.85,7.33,58.0,High
Texas,972694.93,1.42,48.0,High
Kentucky,148146.75,2.55,32.0,High
Colorado,747623.0,5.95,39.0,Moderate
Iowa,32876.0,0.0,18.0,High
Texas,308612.75,5.25,114.0,High
Missouri,47452.95,1.63,23.0,High
Texas,3355447.63,1.52,69.0,High
Colorado,71754.26,27.21,36.0,Moderate
Georgia,96622.0,1.88,48.0,High
North Carolina,108696.58,1.25,30.0,High
South Dakota,7071.75,0.0,21.0,High
Puerto Rico,130935.0,0.0,55.0,Moderate
Washington,180248.0,1.04,36.0,High
North Carolina,81542.0,3.16,75.0,High
Pennsylvania,119100.0,1.94,24.0,High
Pennsylvania,649491.0,1.34,-8.0,High
Maine,81090.0,1.18,13.0,Low
Florida,292063.0,1.91,58.0,High
New York,155417.0,1.13,93.0,High
Florida,160629.0,1.31,43.0,High
Florida,577551.0,2.81,102.0,High
Florida,100329.0,2.11,45.0,High
Kansas,33750.0,0.0,35.0,High
Nebraska,56651.64,0.0,21.0,High
South Carolina,0.0,1.47,23.0,Moderate
Oklahoma,318945.77,1.74,52.0,High
California,403990.71,1.45,40.0,High
Florida,180466.5,1.42,60.0,High
Georgia,27526.82,0.0,63.0,High
Arizona,0.0,1.06,56.0,Low
Louisiana,669795586.32,3.31,190.0,High
Kansas,227166.0,0.0,73.0,High
Nebraska,9000.0,0.0,9.0,High
Mississippi,376130.0,1.21,48.0,High
Nevada,15949.0,0.0,54.0,Low
North Dakota,17620.95,0.0,27.0,High
Iowa,23355.0,0.0,13.0,High
Mississippi,65169.0,18.76,10.0,High
New York,20319102.0,0.0,163.0,High
Virginia,260100.0,2.25,29.0,Moderate
Michigan,256923.0,3.9,55.0,Moderate
Michigan,112500.0,6.02,75.0,Moderate
Texas,920135.0,0.0,145.0,High
Florida,101780.0,4.28,24.0,High
North Carolina,21724.0,0.0,42.0,High
Florida,5000000.0,1.04,53.0,High
Tennessee,32775.0,0.0,59.0,Moderate
Tennessee,40756.0,0.0,57.0,Moderate
Michigan,4066.0,0.0,83.0,Moderate
Minnesota,341020.0,0.13,93.0,Moderate
Minnesota,1287640.0,1.4,105.0,Moderate
Michigan,754034.0,21.02,132.0,Moderate
Texas,93668.0,0.0,145.0,High
Texas,1290837.0,2.67,150.0,High
Texas,53049.0,0.0,146.0,High
Texas,26684666.0,1.18,133.0,High
Oklahoma,20000.0,0.0,96.0,High
Florida,413526.79,1.98,71.0,High
South Carolina,401278.5,7.77,25.0,Moderate
Illinois,150000.0,1.0,45.0,Moderate
Nebraska,2072.0,0.0,38.0,High
Georgia,3359861.0,0.0,69.0,High
Puerto Rico,703232.0,8.24,91.0,Moderate
Missouri,1687499.0,2.67,45.0,High
Alabama,92526.19,5.8,119.0,High
Nebraska,14612.25,0.0,6.0,High
Vermont,103141.66,0.0,100.0,Moderate
Oklahoma,1286533.98,1.96,52.0,High
South Carolina,78826.91,0.0,53.0,Moderate
Mississippi,50425.5,9.34,28.0,High
South Carolina,0.0,0.0,35.0,Moderate
Alabama,38562.19,5.62,60.0,High
Florida,256333.0,1.08,19.0,High
Alabama,94847.0,3.71,112.0,High
Florida,0.0,1.02,34.0,High
Florida,184560.11,1.4,53.0,High
Maine,14013.21,0.0,66.0,Low
Texas,183218.72,0.0,62.0,High
California,283662.0,3.27,57.0,High
Alabama,4000.0,0.0,30.0,High
Colorado,1813878.04,2.32,29.0,Moderate
West Virginia,39500.61,2.0,63.0,Moderate
Texas,1880556.75,0.0,50.0,High
Kentucky,101165.0,7.33,64.0,High
South Carolina,109848.75,4.39,26.0,Moderate
Florida,810696.1,1.28,37.0,High
Louisiana,2840375.25,7.65,47.0,High
Florida,228630.06,8.56,46.0,High
Mississippi,0.0,1.51,4.0,High
Iowa,18230.01,0.0,22.0,High
Vermont,18090.0,1.42,49.0,Moderate
North Carolina,152250.0,0.0,59.0,High
New York,218714.0,1.2,50.0,High
New York,112050.0,1.55,38.0,High
North Carolina,1542147.0,0.0,60.0,High
Oklahoma,13275.0,0.0,85.0,High
Georgia,2201645.0,1.62,41.0,High
Mississippi,1162991.0,2.02,48.0,High
North Carolina,252240.0,0.0,53.0,High
Georgia,77175.0,0.9,27.0,High
Oklahoma,262072.0,2.07,72.0,High
Oklahoma,20000.0,0.0,62.0,High
Minnesota,67500.0,0.0,68.0,Moderate
Nevada,14886.0,0.0,62.0,Low
North Carolina,215527.0,3.69,60.0,High
Puerto Rico,30351.0,21.9,19.0,Moderate
New York,96239.0,1.34,93.0,High
Alabama,95682.0,12.46,11.0,High
Pennsylvania,845834.0,0.0,21.0,High
Florida,446412.0,2.19,40.0,High
Florida,18750.0,1.64,37.0,High
Pennsylvania,548513.0,1.07,22.0,High
New York,42775.0,0.0,90.0,High
Louisiana,532542.0,0.0,70.0,High
Florida,116696.0,4.92,50.0,High
Oklahoma,10000.0,0.0,38.0,High
New York,1085674.0,1.0,92.0,High
Kentucky,24729.0,0.0,21.0,High
Washington,23395.0,5.74,27.0,High
Texas,3477513.0,8.83,56.0,High
Louisiana,145935.0,0.0,57.0,High
Florida,1228382.0,1.62,39.0,High
Mississippi,128250.0,0.0,31.0,High
Texas,288783.0,0.0,57.0,High
Alabama,42898.0,0.0,16.0,High
Florida,455465.0,2.29,39.0,High
Rhode Island,305250.0,1.0,73.0,Low
Oregon,914821.5,1.74,77.0,Moderate
Virgin Islands of the U.S.,2758927.51,11.77,60.0,Low
South Carolina,577500.0,3.24,40.0,Moderate
North Dakota,156961.5,2.43,56.0,High
Colorado,104045.88,24.99,53.0,Moderate
Idaho,674828.89,1.36,42.0,Low
Maryland,245250.0,1.0,40.0,Moderate
California,621857.0,8.12,148.0,High
Texas,52999.5,0.0,32.0,High
Nebraska,18295.02,0.0,42.0,High
Pennsylvania,0.0,1.45,47.0,High
New York,1216991.98,0.0,114.0,High
Connecticut,30000.0,1.51,72.0,Moderate
Kentucky,0.0,1.36,9.0,High
Florida,146580.0,1.71,31.0,High
Nebraska,11224.33,0.0,21.0,High
Mississippi,226123.0,2.13,22.0,High
South Dakota,29682.0,1.16,26.0,High
Connecticut,100000.0,0.0,74.0,Moderate
Washington,203360.36,9.38,60.0,High
Ohio,24479.21,0.0,28.0,Moderate
California,125609.47,0.0,31.0,High
South Dakota,5698.0,3.83,11.0,High
South Carolina,388315.09,0.0,38.0,Moderate
Oklahoma,23619.59,0.0,48.0,High
Florida,3000000.0,5.22,52.0,High
Florida,84213.93,11.12,48.0,High
Massachusetts,436500.0,1.72,43.0,Moderate
Kentucky,81693.1,2.75,24.0,High
Michigan,204875.0,1.96,58.0,Moderate
Louisiana,1115625.81,1.64,55.0,High
Louisiana,678623.7,4.49,90.0,High
California,142442.5,0.0,54.0,High
California,180725.01,2.83,22.0,High
Massachusetts,238570.0,1.38,0.0,Moderate
Florida,412500.0,2.59,42.0,High
Florida,1404397.15,4.29,71.0,High
New York,54894439.0,0.0,171.0,High
Virginia,48427.0,1.0,24.0,Moderate
Michigan,13155.0,0.0,71.0,Moderate
Tennessee,14250.0,1.29,38.0,Moderate
Oregon,11417.0,0.0,57.0,Moderate
North Carolina,7500.0,0.0,36.0,High
Michigan,251331.0,2.14,62.0,Moderate
Texas,113329.0,2.13,154.0,High
Michigan,16539.0,0.0,72.0,Moderate
Minnesota,162919.0,1.8,72.0,Moderate
Oklahoma,81440.0,0.0,70.0,High
Texas,1407149.0,0.0,149.0,High
Texas,37425.0,0.0,56.0,High
North Carolina,14236.0,0.0,38.0,High
Texas,33661.0,0.0,157.0,High
Colorado,900000.0,1.89,26.0,Moderate
Washington,191939.0,0.0,45.0,High
Washington,477977.0,0.0,92.0,High
Texas,265708.0,0.0,128.0,High
Illinois,366800.0,1.0,79.0,Moderate
Texas,37500.0,0.0,106.0,High
Georgia,283983.0,0.0,34.0,High
Virgin Islands of the U.S.,144311.0,2.7,81.0,Low
Kentucky,54241.0,0.0,22.0,High
Washington,1822240.0,1.16,92.0,High
Oregon,56486.0,0.0,75.0,Moderate
Texas,1351372.26,2.01,43.0,High
Florida,296373.67,2.58,44.0,High
Wisconsin,288781.68,1.49,70.0,Moderate
California,3694294.5,12.75,48.0,High
Maine,8512.9,0.0,25.0,Low
Minnesota,18062.25,0.0,24.0,Moderate
Florida,838053.75,9.25,25.0,High
Ohio,686847.97,1.7,52.0,Moderate
Mississippi,16841.0,0.0,22.0,High
New York,68107.0,0.0,40.0,High
Tennessee,1972446.0,3.28,58.0,Moderate
Hawaii,41719.0,0.0,40.0,Low
Colorado,430052.0,1.03,32.0,Moderate
California,96191.63,0.0,37.0,High
California,62325.0,0.0,33.0,High
Connecticut,49375.0,1.28,29.0,Moderate
South Carolina,202607.0,1.0,24.0,Moderate
Federated States of Micronesia,356990.0,3.15,114.0,Low
West Virginia,43900.85,0.0,41.0,Moderate
California,2340367.08,4.24,65.0,High
New Jersey,74959.0,2.95,69.0,High
Texas,90000.0,0.0,41.0,High
California,192257.25,3.08,37.0,High
Minnesota,40001.0,0.0,65.0,Moderate
Missouri,825991.0,1.13,46.0,High
Oklahoma,1970.0,0.0,75.0,High
Florida,334574.0,1.88,57.0,High
Florida,16156.0,1.23,48.0,High
California,41593.41,0.0,40.0,High
Massachusetts,51560.0,1.4,23.0,Moderate
North Carolina,256654.0,0.0,48.0,High
Texas,94499.0,2.36,146.0,High
Michigan,181732.0,0.0,108.0,Moderate
Texas,212976.0,0.0,144.0,High
Texas,4526141.0,2.23,147.0,High
Texas,519174.0,1.34,147.0,High
Oklahoma,431233.0,1.33,65.0,High
Florida,706825.12,2.52,52.0,High
Kansas,69794.0,5.12,26.0,High
Colorado,6956.0,0.0,27.0,Moderate
Ohio,1380166.0,1.92,40.0,Moderate
Florida,43140.0,2.59,42.0,High
Florida,58494.0,8.91,25.0,High
Nevada,1778157.97,1.66,44.0,Low
Missouri,124139.25,1.0,29.0,High
Mississippi,45720.0,1189.22,21.0,High
Vermont,20810.0,14.89,36.0,Moderate
Arkansas,429229.0,1.0,110.0,Moderate
Texas,14156743.0,1.36,116.0,High
Alaska,29295.0,24.4,24.0,Low
South Dakota,30466.44,0.0,38.0,High
Florida,706871.0,1.57,30.0,High
Alabama,46200.0,0.0,11.0,High
Florida,29756.0,7.94,37.0,High
South Carolina,3609.0,0.0,34.0,Moderate
Florida,201669.0,1.61,37.0,High
Florida,337451.0,4.22,29.0,High
North Carolina,175012.86,1.58,60.0,High
Texas,1580963.85,1.17,70.0,High
Louisiana,848418.36,1.07,125.0,High
Arkansas,1453253.0,3.41,62.0,Moderate
New Hampshire,120852.0,0.67,30.0,Moderate
California,679985.0,1.24,46.0,High
Ohio,16013.0,0.0,25.0,Moderate
Pennsylvania,70189.0,1.0,16.0,High
Massachusetts,70650.0,0.0,50.0,Moderate
South Carolina,38587.5,4.81,40.0,Moderate
Illinois,28857.12,0.0,54.0,Moderate
Minnesota,376237.03,0.0,73.0,Moderate
Arkansas,847200.0,3.14,31.0,Moderate
Texas,1669693.1,1.38,64.0,High
Florida,603023.36,7.85,63.0,High
North Carolina,300000.0,0.0,20.0,High
North Carolina,46995.0,2.07,54.0,High
Minnesota,19421.7,0.0,57.0,Moderate
Arkansas,1654773.44,2.78,28.0,Moderate
Texas,144416.64,0.0,25.0,High
California,628545.75,0.0,56.0,High
Florida,393666.45,3.65,37.0,High
Louisiana,1433947.77,1.1,56.0,High
Vermont,206892.37,2.1,34.0,Moderate
Washington,381762.75,1.38,49.0,High
Colorado,96220.26,0.0,27.0,Moderate
Louisiana,837282.73,4.31,76.0,High
Texas,23085.59,0.0,74.0,High
New Hampshire,0.0,0.0,24.0,Moderate
Kansas,196575.0,6.2,30.0,High
New York,59380.44,0.0,69.0,High
Texas,46961.96,0.0,59.0,High
South Carolina,267366.0,1.17,69.0,Moderate
Florida,242769.75,2.02,57.0,High
Georgia,68408.0,0.0,38.0,High
Alabama,11513.0,0.0,15.0,High
Missouri,301500.0,1.25,42.0,High
Mississippi,2791641.0,22.85,69.0,High
Nebraska,542061.0,3.43,57.0,High
South Dakota,31595.06,0.0,36.0,High
Texas,59767.94,4.53,25.0,High
Missouri,653557.0,1.48,42.0,High
Georgia,162726.0,0.0,46.0,High
Georgia,397962.0,0.0,65.0,High
Georgia,20003.0,0.0,28.0,High
Kansas,273426.0,0.0,73.0,High
Georgia,140896.0,70.23,33.0,High
Louisiana,533500.61,1.05,98.0,High
Washington,534921.75,18.85,0.0,High
Texas,747350.06,2.21,62.0,High
Florida,28244.0,8.07,36.0,High
Louisiana,470996.0,1.41,88.0,High
Florida,594395.0,2.99,120.0,High
Kansas,20356.0,0.0,41.0,High
Mississippi,236930.0,0.0,27.0,High
Vermont,58575.0,1.0,37.0,Moderate
Arkansas,140808.5,1.76,40.0,Moderate
Florida,31016.3,14.35,45.0,High
Illinois,116324.0,0.0,71.0,Moderate
Washington,456171.0,2.01,38.0,High
Oregon,14762.67,6.38,78.0,Moderate
Louisiana,2853989.32,1.19,94.0,High
Texas,2469009.2,1.0,103.0,High
Colorado,3000000.0,4.15,63.0,Moderate
Rhode Island,125700.0,1.0,72.0,Low
Oklahoma,36666.0,0.0,33.0,High
Texas,403377.0,4.81,59.0,High
Arkansas,1000440.0,4.88,32.0,Moderate
Texas,726248.69,30.05,114.0,High
Arkansas,37500.0,0.0,61.0,Moderate
Kentucky,16461.97,0.0,20.0,High
Mississippi,35758.0,0.0,45.0,High
Massachusetts,136691.0,1.01,37.0,Moderate
Rhode Island,10410.0,5.17,69.0,Low
Colorado,36545.29,0.0,25.0,Moderate
North Dakota,166205.0,0.0,31.0,High
Maryland,11595.0,0.0,17.0,Moderate
Massachusetts,452097.0,1.44,38.0,Moderate
Florida,230287.5,1.91,56.0,High
Florida,279350.58,1.1,50.0,High
Texas,14825.63,0.0,48.0,High
Florida,59925.31,3.5,63.0,High
Illinois,1200000.0,3.69,48.0,Moderate
Texas,589410.58,1.93,64.0,High
Florida,3000000.0,4.59,87.0,High
Missouri,1350000.0,1.94,32.0,High
Oregon,6257.0,2.38,53.0,Moderate
California,6626.0,0.0,11.0,High
Virginia,71052.62,0.0,27.0,Moderate
Pennsylvania,755087.0,0.0,0.0,High
New York,120113.0,1.1,43.0,High
South Carolina,595634.0,0.0,31.0,Moderate
Arkansas,810046.0,1.0,157.0,Moderate
Mississippi,84704.0,0.0,21.0,High
Mississippi,5329.0,0.0,52.0,High
Oklahoma,1500.0,0.0,81.0,High
Federated States of Micronesia,36211.0,21.69,115.0,Low
Nevada,36310.0,0.0,25.0,Low
Mississippi,11317.0,0.0,25.0,High
Florida,1278270.0,1.11,46.0,High
Kansas,28559.0,0.0,42.0,High
Mississippi,54005.0,0.0,52.0,High
Florida,88724.0,1.68,40.0,High
Florida,168168.55,18.18,48.0,High
Arkansas,26250.0,0.0,31.0,Moderate
Missouri,1018757.58,1.54,35.0,High
Oklahoma,233819.97,10.94,0.0,High
Oklahoma,15000.0,0.0,27.0,High
Texas,23054.0,0.0,73.0,High
Mississippi,33649.0,0.0,27.0,High
Nebraska,156607.0,1.27,65.0,High
Texas,254271.0,2.96,40.0,High
Illinois,72069.0,0.0,75.0,Moderate
Ohio,1438619.0,4.34,53.0,Moderate
Illinois,1610623.0,1.0,78.0,Moderate
Texas,3524804.37,0.0,155.0,High
Vermont,14832.0,0.0,41.0,Moderate
South Dakota,33987.0,0.0,11.0,High
Hawaii,735000.0,5.59,35.0,Low
New York,9975.0,1.93,48.0,High
Vermont,0.0,1.32,39.0,Moderate
Wisconsin,2530.5,5.85,60.0,Moderate
Minnesota,121514.0,1.03,24.0,Moderate
New York,0.0,1.61,22.0,High
North Carolina,361170.08,0.0,57.0,High
Alabama,4000.0,2.3,45.0,High
Florida,0.0,4.62,30.0,High
Nebraska,166106.0,0.0,41.0,High
Alabama,58706.25,4.22,116.0,High
North Carolina,77329.0,0.0,65.0,High
Nebraska,7500.0,0.0,31.0,High
Maryland,26745.0,8.44,33.0,Moderate
Montana,42932.0,0.0,22.0,Low
Massachusetts,206934.53,1.22,53.0,Moderate
Washington,272875.36,2.2,44.0,High
Virginia,46477.52,0.0,-2.0,Moderate
Oregon,0.0,1.2,9.0,Moderate
New York,37495.1,4.25,58.0,High
California,100001.0,0.0,38.0,High
Northern Mariana Islands,151984.08,1.88,95.0,Low
Iowa,14112.07,0.0,11.0,High
New York,33618.83,1.18,32.0,High
South Carolina,143549.96,4.84,62.0,Moderate
Colorado,245349.76,1.01,44.0,Moderate
South Dakota,45645.0,3.59,9.0,High
California,2948879.0,8.54,43.0,High
Missouri,1546041.0,2.36,35.0,High
Texas,782003.0,1.46,41.0,High
Texas,72000.0,0.0,37.0,High
West Virginia,745970.0,1.95,85.0,Moderate
Florida,750000.0,0.0,49.0,High
Texas,3086132.0,0.0,163.0,High
Texas,822355.0,1.04,142.0,High
Florida,3362215.0,1.97,41.0,High
Michigan,195000.0,1.03,65.0,Moderate
Northern Mariana Islands,9305.0,3.99,114.0,Low
Texas,524460.0,2.71,57.0,High
Oklahoma,20000.0,0.0,91.0,High
Texas,230096.0,0.0,154.0,High
Texas,19858.0,0.0,154.0,High
Texas,3267319.0,1.26,146.0,High
Texas,27250.0,0.0,155.0,High
Texas,145914.0,2.81,40.0,High
Oklahoma,37500.0,0.0,70.0,High
Louisiana,180418.0,2.41,55.0,High
Florida,12878.0,32.45,38.0,High
Massachusetts,174999.75,0.0,0.0,Moderate
Puerto Rico,50127.0,0.0,33.0,Moderate
Mississippi,598461.0,1.86,25.0,High
Texas,14391797.0,0.0,164.0,High
Mississippi,129430.0,4.55,19.0,High
Florida,8135719.0,8.81,79.0,High
Texas,46684.0,0.0,143.0,High
Michigan,1230050.0,1.01,61.0,Moderate
Texas,103877.0,0.0,145.0,High
Texas,152330.0,0.0,147.0,High
Missouri,43182.0,0.0,52.0,High
Ohio,43822.0,0.0,41.0,Moderate
Texas,122003.0,0.0,154.0,High
California,0.0,0.0,10.0,High
Mississippi,2654636.0,4.7,59.0,High
Oklahoma,167264.0,1.0,66.0,High
Vermont,52815.0,1.08,38.0,Moderate
Texas,74271.0,1.66,111.0,High
Kentucky,25120.0,0.0,31.0,High
Wisconsin,23700.0,0.0,46.0,Moderate
Hawaii,401448.0,2.01,44.0,Low
Oregon,145594.0,0.0,78.0,Moderate
Illinois,50946.0,0.0,65.0,Moderate
Nebraska,103151.0,0.0,20.0,High
Texas,60136.48,0.0,77.0,High
