state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel,ZoneRiskLevelNumeric,RiskScore,InsuranceZone
New Jersey,0.0022953659764271463,0.0,0.5417721518987342,High,0.8,0.4792725767703177,Moderate
Florida,2.682908094203937e-05,4.7195124758134053e-07,0.5265822784810127,High,0.8,529715.9560964182,High
Missouri,0.001746801597227939,5.364915891309256e-07,0.5012658227848101,High,0.8,465990.7510270732,High
New Jersey,0.0006228022974769249,0.0,0.7113924050632912,High,0.8,0.512527601931649,Moderate
South Carolina,0.0001657223670431427,0.0,0.5215189873417722,Moderate,0.5,0.4293700864151717,Low
Texas,0.00021591512836710027,0.0,0.6379746835443039,High,0.8,0.4976813027602076,Moderate
New Jersey,0.00010653369693288665,0.0,0.7088607594936709,High,0.8,0.5118147653775074,Moderate
Florida,6.133811694060911e-05,0.0,0.45569620253164556,High,0.8,0.46116377575310535,Low
Oregon,1.809357996308153e-05,0.0,0.5367088607594936,Moderate,0.5,0.43234900958388395,Low
California,0.0013986050059643814,5.001876470092841e-07,0.5518987341772152,High,0.8,499812.6543262856,High
New Jersey,7.414351634182623e-05,0.0,0.4582278481012658,High,0.8,0.46167522702678987,Low
Washington,3.289945537125736e-05,0.0,0.5189873417721519,High,0.8,0.47381062813657887,Low
South Dakota,0.00017695716785952917,0.0,0.47848101265822784,High,0.8,0.46576698539878936,Low
New Hampshire,0.00011728055783644746,4.033771346849065e-07,0.5949367088607596,Moderate,0.5,619767.599034254,High
Mississippi,0.0012335883019767343,1.6094747673927769e-06,0.5164556962025316,High,0.8,155330.4004763039,Moderate
Georgia,0.0001963315415715115,0.0,0.4835443037974684,High,0.8,0.4667873933761223,Low
New Mexico,0.006000927883211972,8.06754269369813e-07,0.5215189873417722,Low,0.2,309883.83920416865,High
Pennsylvania,4.478978454430613e-05,0.0,0.4379746835443038,High,0.8,0.4576128526226785,Low
Georgia,0.0005929215690744566,8.551595255320018e-07,0.5822784810126582,High,0.8,292343.3522589025,High
New Jersey,0.00013214330134106637,9.66491614705036e-06,0.5848101265822785,High,0.8,25866.99014509967,Moderate
Florida,0.0004997136541895509,1.544934425843192e-06,0.5518987341772152,High,0.8,161819.3963759769,Moderate
Alabama,8.600385128915849e-05,1.544934425843192e-06,0.5721518987341772,High,0.8,161819.4002611259,Moderate
Pennsylvania,9.142192222620139e-05,0.0,0.4962025316455696,High,0.8,0.46927707509800437,Low
Michigan,1.791591381772245e-05,0.0,0.6151898734177215,Moderate,0.5,0.4480451410490714,Low
Kansas,0.00010560983297701942,0.0,0.5063291139240507,High,0.8,0.47130806671800096,Low
California,5.227714352729597e-05,0.0,0.44050632911392407,High,0.8,0.4581221766801957,Low
Florida,0.0042702879183105094,4.2354599141915184e-07,0.5848101265822785,High,0.8,590254.910098712,High
New Jersey,0.0,6.21200787414756e-07,0.5544303797468354,High,0.8,402446.5977691928,High
South Carolina,0.0,0.0,0.49873417721518987,Moderate,0.5,0.424746835443038,Low
New Jersey,0.00023745752174009338,6.575047295363975e-07,0.5316455696202531,High,0.8,380225.6282645878,High
North Dakota,0.0006352042454288951,4.154784487254537e-07,0.4481012658227848,High,0.8,601716.1370588009,High
California,0.00017275569198020688,0.0,0.549367088607595,High,0.8,0.47994251999831106,Moderate
Louisiana,6.414237549107174e-05,4.477486195002462e-07,0.6430379746835443,High,0.8,558349.2621467655,High
Oklahoma,2.569813888229564e-05,0.0,0.49873417721518987,High,0.8,0.4697571146985909,Low
Texas,5.276087320037448e-05,0.0,0.610126582278481,High,0.8,0.49204642080497635,Moderate
Georgia,0.0001523001973788223,0.0,0.5569620253164557,High,0.8,0.48145332514224265,Moderate
Mississippi,3.545857943090902e-05,0.0,0.4253164556962025,High,0.8,0.45507747457101283,Low
Florida,0.0007532157874790338,5.485929031714728e-07,0.5063291139240507,High,0.8,455711.5487729914,High
New York,2.2394892272153064e-05,1.0003752940185682e-06,0.6632911392405063,High,0.8,249906.4643607342,Moderate
North Dakota,0.0020196758946000332,5.687617599057181e-07,0.5316455696202531,High,0.8,439551.57820081414,High
Colorado,0.00010872869497412127,0.0,0.5063291139240507,Moderate,0.5,0.4263093142627998,Low
Texas,8.532304656408504e-05,1.565103282577437e-06,0.7620253164556963,High,0.8,159734.13970723376,Moderate
Minnesota,0.0006938609472681184,1.936210246487551e-06,0.5189873417721519,Moderate,0.5,129118.38845001273,Moderate
New York,0.0024999791491609,7.543152418607751e-07,0.6227848101265823,High,0.8,331426.66534305,High
Arkansas,0.001153737044231289,5.485929031714728e-07,0.48860759493670886,Moderate,0.5,455711.5003888962,High
Pennsylvania,0.002017297034493244,4.033771346849065e-07,0.5240506329113924,High,0.8,619767.6306170454,High
Nebraska,0.0005899665630391459,4.3161353411285e-07,0.5265822784810127,High,0.8,579222.099384218,High
South Dakota,0.00011612199540956807,7.906191839824167e-07,0.4430379746835443,High,0.8,316208.0683479213,High
New York,1.4929928181435376e-09,0.0,0.5468354430379747,High,0.8,0.4793670892047921,Moderate
Colorado,0.004002450530808986,7.180112997391335e-07,0.5316455696202531,Moderate,0.5,348184.11832335265,High
California,0.0013894698158780784,5.929643879868125e-07,0.5746835443037974,High,0.8,421610.7150843336,High
Alabama,2.325037715694931e-05,0.0,0.44050632911392407,High,0.8,0.4581105659736476,Low
West Virginia,0.00017428302363316773,0.0,0.5037974683544304,Moderate,0.5,0.4258292068803394,Low
Oklahoma,0.0002163346593489986,3.7836775233444233e-06,0.5873417721518988,High,0.8,66073.52167002688,Moderate
Montana,9.826878729020765e-05,0.0,0.5215189873417722,Low,0.2,0.3843431049832705,Low
Louisiana,0.0003774285844266863,4.840525616218878e-07,0.6886075949367089,High,0.8,516473.0953724904,High
Louisiana,0.0029313210927340706,4.840525616218878e-07,0.6759493670886076,High,0.8,516473.09386240185,High
New Hampshire,7.980927478739914e-05,4.1951222007230277e-07,0.47848101265822784,Moderate,0.5,595930.3678435108,High
Florida,0.00045237831689031,6.454034154958504e-07,0.6050632911392405,High,0.8,387354.86931860953,High
Alabama,7.405990874401019e-06,0.0,0.41265822784810124,High,0.8,0.45253460796597,Low
Alabama,7.534089658197734e-05,5.526266745183219e-07,0.6303797468354431,High,0.8,452385.2132593704,High
Alabama,0.001718061485478676,1.2787055169511534e-06,0.7063291139240506,High,0.8,195510.48435052374,Moderate
Florida,3.0755652053756873e-07,4.96153875662435e-07,0.39746835443037976,High,0.8,503876.1385181842,High
Washington,0.0018241087653514114,7.373734022040091e-06,0.5341772151898734,High,0.8,33904.35256508655,Moderate
Alabama,4.636787795308385e-05,5.526266745183219e-07,0.6354430379746836,High,0.8,452385.21426043945,High
North Carolina,7.659053157076348e-06,4.3564730545969905e-07,0.4962025316455696,High,0.8,573858.9275769031,High
Florida,0.002459683272999206,5.929643879868125e-07,0.5569620253164557,High,0.8,421610.7119681152,High
Alabama,8.001712924754109e-05,1.799062020694683e-06,0.7063291139240506,High,0.8,138961.56286733635,Moderate
Oregon,3.3828485082275355e-05,0.0,0.49367088607594933,Moderate,0.5,0.4237477086092228,Low
West Virginia,0.001183307289847296,3.1463416505422704e-06,0.5620253164556962,Moderate,0.5,79457.54749377083,Moderate
New Jersey,0.00019538844786814657,6.494371868426995e-07,0.6658227848101266,High,0.8,384948.9520004763,High
North Dakota,0.001007770152246888,0.0,0.4911392405063291,High,0.8,0.4686309561621646,Low
New Jersey,0.027545986233455534,5.284240464372275e-07,0.6481012658227848,High,0.8,473105.1499516248,High
New Jersey,0.0005867461775304103,1.6054409960459278e-06,0.44050632911392407,High,0.8,155720.66185355224,Moderate
Missouri,0.0027010076461382914,8.06754269369813e-07,0.4759493670886076,High,0.8,309883.9187702765,High
Missouri,0.001428256649548834,1.1576923765456817e-06,0.49367088607594933,High,0.8,215947.0503159328,Moderate
Wisconsin,0.0008819690843972953,1.1455910625051343e-06,0.5012658227848101,Moderate,0.5,218228.1351129945,Moderate
Oregon,0.00012380739988988464,0.0,0.4734177215189873,Moderate,0.5,0.4197330672637534,Low
New Hampshire,0.00013844522402645026,1.1213884344240399e-06,0.4531645569620253,Moderate,0.5,222938.08115591545,Moderate
California,0.004478978334991187,2.5816136619834017e-06,0.7721518987341772,High,0.8,96838.93325322107,Moderate
Florida,0.004887322441142598,7.946529553292658e-07,0.6481012658227848,High,0.8,314602.9952300045,High
Georgia,0.0004681092357186794,1.1818950046267762e-06,0.3949367088607595,High,0.8,211524.91077868102,Moderate
Tennessee,1.9308876117050373e-05,0.0,0.5367088607594936,Moderate,0.5,0.43234949570234554,Low
Florida,0.0005268009631694164,1.0165103794059642e-06,0.4911392405063291,High,0.8,245939.66486713995,Moderate
Florida,0.00010456175201868265,2.1096624144020613e-06,0.5088607594936709,High,0.8,118502.59370690203,Moderate
Michigan,0.0002007552792916708,3.573921413308271e-06,0.7544303797468355,Moderate,0.5,69951.40034561057,Moderate
New York,0.0001371478132674835,5.187429952047897e-06,0.5113924050632911,High,0.8,48193.64418403999,Moderate
Oklahoma,0.0005588988754863971,5.058349268948727e-06,0.4582278481012658,High,0.8,49423.4499074067,Moderate
Massachusetts,0.00020300969844706752,1.1536586051988325e-06,0.5468354430379747,Moderate,0.5,216702.0743084324,Moderate
Wisconsin,0.0007545048225482908,5.889306166399634e-07,0.4759493670886076,Moderate,0.5,424498.39309441514,High
Florida,3.0755652053756873e-07,4.96153875662435e-07,0.810126582278481,High,0.8,503876.22104982974,High
Washington,1.4778389410393808e-05,0.0,0.5367088607594936,High,0.8,0.4773476835076629,Moderate
Massachusetts,1.064823379799425e-05,0.0,0.5645569620253165,Moderate,0.5,0.43791565169858254,Low
Florida,2.492850108454265e-05,5.9417451939086725e-06,0.4734177215189873,High,0.8,42075.3949379149,Moderate
Florida,3.0121130106045873e-05,4.154784487254537e-07,0.5215189873417722,High,0.8,601716.1515003119,High
West Virginia,0.00012555696352382616,0.0,0.5341772151898734,Moderate,0.5,0.4318856658233842,Low
Tennessee,0.0007271979839044455,6.333021014553032e-07,0.49873417721518987,Moderate,0.5,394756.48395491205,High
Indiana,0.0006067851271355329,0.0,0.5265822784810127,Low,0.2,0.38555916974705673,Low
Oklahoma,2.9859856362870752e-05,0.0,0.5974683544303797,High,0.8,0.4895056148286211,Moderate
Vermont,0.0005623525411229675,4.033771346849065e-07,0.4810126582278481,Moderate,0.5,619767.5764274726,High
North Dakota,0.00029563552529203533,5.405253604777747e-07,0.4759493670886076,High,0.8,462513.2041140978,High
Oklahoma,5.022427840234861e-06,0.0,0.5265822784810127,High,0.8,0.4753184646673386,Moderate
California,3.221102145288319e-05,0.0,0.4835443037974684,High,0.8,0.46672174516807485,Low
Ohio,0.0010936153730491185,4.033771346849065e-07,0.549367088607595,Moderate,0.5,619767.5903108639,High
Florida,0.0008394643850808707,4.4371484815339714e-07,0.5063291139240507,High,0.8,563425.1352379723,High
Idaho,0.0,1.3392120871538895e-06,0.4835443037974684,Low,0.2,186677.05592572826,Moderate
Oklahoma,6.999598229302348e-05,0.0,0.5341772151898734,High,0.8,0.4768634414308919,Moderate
North Carolina,0.000534467779889147,0.0,0.579746835443038,High,0.8,0.4861631542005632,Moderate
Alabama,0.00020067913665794548,0.0,0.43291139240506327,High,0.8,0.4566625501356758,Low
Iowa,0.00013058461683892452,7.744840985950204e-07,0.43291139240506327,High,0.8,322795.7300720124,High
Texas,8.9249244427598e-05,4.558161621939443e-07,0.4911392405063291,High,0.8,548466.9483520434,High
Connecticut,0.00012047656277246278,0.0,0.6430379746835443,Moderate,0.5,0.45365578556181785,Low
Maine,0.0007058063828060848,0.0,0.5189873417721519,Low,0.2,0.38407979090755284,Low
Oklahoma,0.0006793048196985616,0.0,0.589873417721519,High,0.8,0.48824640547218323,Moderate
New York,1.404906241873069e-06,6.292683301084542e-07,0.5670886075949367,High,0.8,397287.0314952065,High
South Carolina,5.929047729052524e-05,4.0741090603175555e-07,0.49873417721518987,Moderate,0.5,613631.2688299576,High
California,0.002768264300138513,5.001876470092841e-07,0.4759493670886076,High,0.8,499812.6396842759,High
Minnesota,3.118563398538221e-05,0.0,0.5139240506329114,Moderate,0.5,0.42779728438017645,Low
Texas,0.0001427163629506671,5.445591318246238e-07,0.6278481012658228,High,0.8,459087.2122933734,High
Kansas,0.0008210310895319486,9.075985530410395e-07,0.46329113924050636,High,0.8,275452.39298664033,High
Arkansas,3.919106147626786e-05,0.0,0.4734177215189873,Moderate,0.5,0.419699220728388,Low
Alabama,5.85775732198617e-05,0.0,0.48860759493670886,High,0.8,0.4677449500166297,Low
Michigan,0.003862467330090781,4.033771346849065e-07,0.6075949367088608,Moderate,0.5,619767.6030639743,High
Alabama,5.971971272574151e-06,9.277674097752849e-07,0.5088607594936709,High,0.8,269464.31090497546,High
Florida,0.000879084622272642,4.275797627660009e-07,0.5164556962025316,High,0.8,584686.4547748485,High
Texas,0.00012012620214782904,0.0,0.6126582278481012,High,0.8,0.4925796960504794,Moderate
Louisiana,0.001210817175514409,0.0,0.4860759493670886,High,0.8,0.4676995167436235,Low
West Virginia,8.868216096548254e-05,5.727955312525672e-07,0.4911392405063291,Moderate,0.5,436456.09227740555,High
New York,0.00026936576424945705,7.099437570454354e-07,0.49873417721518987,High,0.8,352140.790877309,High
New York,0.0002687387072658368,0.0,0.5139240506329114,High,0.8,0.4728923056094886,Low
Indiana,0.00017141498442951398,4.0741090603175555e-07,0.5873417721518988,Low,0.2,613631.2415963263,High
Georgia,4.109734456632989e-05,0.0,0.5544303797468354,High,0.8,0.4809025148871936,Moderate
Illinois,0.0023256617419031306,4.6791747623449146e-07,0.6708860759493671,Moderate,0.5,534282.4557971351,High
Maryland,4.52137945046589e-05,0.0,0.43291139240506327,Moderate,0.5,0.41160036399881456,Low
Maryland,3.836991542628892e-07,0.0,0.5291139240506328,Moderate,0.5,0.4308229382897883,Low
California,3.7312876511043296e-05,0.0,0.4734177215189873,High,0.8,0.46469846945440185,Low
Maine,2.6542426320955813e-05,5.64727988558869e-07,0.43291139240506327,Low,0.2,442691.1201643241,High
New Jersey,0.00027012121861543767,4.3161353411285e-07,0.5291139240506328,High,0.8,579222.0997626089,High
Alaska,0.0002799361534019133,7.502814705139261e-07,0.46835443037974683,Low,0.2,333208.4060409251,High
Arizona,0.00026123316363032195,5.04221418356133e-07,0.47848101265822784,Low,0.2,495814.0498006959,High
South Dakota,2.9113359953798983e-05,0.0,0.4835443037974684,High,0.8,0.4667205061034752,Low
Alabama,0.0009516945961113838,1.772842506940164e-05,0.6227848101265823,High,0.8,14101.892377912904,Moderate
South Dakota,1.8677340154975656e-05,0.0,0.4835443037974684,High,0.8,0.4667163316955557,Low
Georgia,2.3795319535571703e-05,0.0,0.5367088607594936,High,0.8,0.47735129027971296,Moderate
Texas,8.978333274843249e-05,0.0,0.589873417721519,High,0.8,0.48801059687740317,Moderate
California,0.0003111770281215668,4.96153875662435e-07,0.4835443037974684,High,0.8,503876.1558577218,High
Wisconsin,3.5383929790001844e-05,0.0,0.5113924050632911,Moderate,0.5,0.4272926345845742,Low
South Carolina,0.0018703363019795898,0.0,0.5164556962025316,Moderate,0.5,0.42903927376129813,Low
Maine,5.8346159333049455e-06,4.6791747623449146e-07,0.37974683544303794,Low,0.2,534282.3516413564,High
Oklahoma,0.0002842031268761675,1.8797374476316642e-06,0.4962025316455696,High,0.8,132997.516564488,Moderate
Indiana,0.00028462862982933846,0.0,0.5518987341772152,Low,0.2,0.39049359828737473,Low
New Jersey,0.00039695693048800377,0.0,0.5316455696202531,High,0.8,0.47648789669624586,Moderate
Kentucky,5.5630405396846356e-05,0.0,0.46582278481012657,High,0.8,0.46318680912418403,Low
Florida,0.0,7.422139278202279e-07,0.5063291139240507,High,0.8,336830.3326788663,High
Florida,7.33059473708477e-06,8.390244401446055e-07,0.4506329113924051,High,0.8,297965.3086872068,High
Tennessee,5.968238790528792e-05,0.0,0.4582278481012658,Moderate,0.5,0.41666944257541527,Low
Iowa,3.922390731826702e-05,0.0,0.4860759493670886,High,0.8,0.467230879436345,Low
Georgia,3.266616031349425e-05,0.0,0.5645569620253165,High,0.8,0.4829244588691887,Moderate
Alabama,0.0002183069028617662,1.4158537427440217e-06,0.5316455696202531,High,0.8,176572.13667284694,Moderate
North Carolina,0.00012898412853787464,0.0,0.5088607594936709,High,0.8,0.47182374555014933,Low
Michigan,0.000251942538061722,3.7554411239164798e-06,0.5924050632911393,Moderate,0.5,66570.26930681652,Moderate
Alabama,7.879265118774065e-05,2.230675554807533e-06,0.6936708860759493,High,0.8,112073.93055592936,Moderate
Iowa,1.9814896172903763e-05,0.0,0.4481012658227848,High,0.8,0.4596281791230261,Low
Colorado,0.004026882313182932,9.761726659374737e-07,0.5088607594936709,Moderate,0.5,256102.4118539792,Moderate
Washington,0.0005570983261477159,1.2867730596448516e-06,0.43544303797468353,High,0.8,194284.66028950337,Moderate
South Dakota,1.1197446136076532e-05,0.0,0.4481012658227848,High,0.8,0.45962473214301136,Low
California,0.00011832908669262966,0.0,0.48860759493670886,High,0.8,0.46776885062201884,Low
Nebraska,0.000131317676312633,0.0,0.4911392405063291,High,0.8,0.4682803751717909,Low
Wisconsin,0.0001545814904049456,6.978424430048883e-07,0.46329113924050636,Moderate,0.5,358247.22263335524,High
Massachusetts,1.8929655941241913e-05,0.0,0.5772151898734177,Moderate,0.5,0.44045060983706,Low
New York,0.0010130628117872068,0.0,0.6253164556962025,High,0.8,0.4954685162639554,Moderate
Oklahoma,2.9859856362870752e-05,0.0,0.5772151898734177,High,0.8,0.4854549819172287,Moderate
Alabama,0.00014285253882560998,5.026079098173935e-06,0.42278481012658226,High,0.8,49740.76681313996,Moderate
Florida,1.695575520644616e-05,4.3161353411285e-07,0.4860759493670886,High,0.8,579222.0910537478,High
North Dakota,0.00029269676301858614,0.0,0.4911392405063291,High,0.8,0.46834492680647327,Low
Colorado,5.316547425409138e-05,0.0,0.4810126582278481,Moderate,0.5,0.4212237978352713,Low
Maine,4.081842364804432e-05,6.050657020273597e-07,0.6050632911392405,Low,0.2,413178.42102898564,High
Pennsylvania,6.933757246022217e-05,0.0,0.5265822784810127,High,0.8,0.47534419072518663,Moderate
North Dakota,5.0388507612344397e-05,0.0,0.4582278481012658,High,0.8,0.4616657250232981,Low
Iowa,0.00019475942013400633,1.3835835719692293e-06,0.4835443037974684,High,0.8,180690.42232612314,Moderate
Idaho,1.8178680553715715e-05,7.744840985950204e-07,0.4430379746835443,Low,0.2,322795.6420523665,High
California,0.007841646551983507,7.865854126355676e-07,0.48860759493670886,High,0.8,317829.65931971616,High
Florida,8.350756729722249e-05,4.3201691124753485e-06,0.5367088607594936,High,0.8,57868.33241719199,Moderate
Pennsylvania,0.00012790320173753871,1.2746717456043046e-06,0.3949367088607595,High,0.8,196129.12467141444,Moderate
Virginia,0.000846592768870666,4.0741090603175555e-07,0.5468354430379747,Moderate,0.5,613631.2787651317,High
Tennessee,0.0014743214499598346,2.549343491208609e-06,0.5620253164556962,Moderate,0.5,98064.65081124756,Moderate
Iowa,3.469118112238324e-05,0.0,0.46329113924050636,High,0.8,0.4626721043205502,Low
South Dakota,2.386698319084259e-05,9.681051232437756e-07,0.43291139240506327,High,0.8,258236.62534182527,High
Alabama,0.0002649071800769223,2.585647433330251e-06,0.6354430379746836,High,0.8,96687.82987787778,Moderate
Kansas,0.00034476638054416013,0.0,0.5746835443037974,High,0.8,0.48507461541297714,Moderate
New Jersey,0.0028183347107010237,6.696060435769448e-07,0.5443037974683544,High,0.8,373354.08842182835,High
Florida,0.0008385698136440953,8.148218120635111e-07,0.6,High,0.8,306815.7873651309,High
New Jersey,0.00010450800427722949,0.0,0.4835443037974684,High,0.8,0.46675066396120457,Low
Alabama,9.165109662378641e-05,1.8232646487757772e-06,0.6810126582278482,High,0.8,137116.93876131598,Moderate
Georgia,1.978961980449259e-05,0.0,0.4531645569620253,High,0.8,0.46064082724032684,Low
Kansas,2.996735184577709e-05,0.0,0.4962025316455696,High,0.8,0.4692524932698522,Low
North Carolina,3.3070910666492966e-05,4.0741090603175555e-07,0.48860759493670886,High,0.8,613631.3117941533,High
Florida,0.005621018706147869,0.0,0.8278481012658228,High,0.8,0.5378180277356237,Moderate
Alabama,0.0013182454737439273,0.0,0.5215189873417722,High,0.8,0.47483109565785203,Moderate
North Carolina,0.00022730815656235362,0.0,0.5443037974683544,High,0.8,0.47895168275629585,Moderate
Virginia,0.00016181802659448732,0.0,0.48860759493670886,Moderate,0.5,0.42278624619797955,Low
Puerto Rico,2.3483284036579703e-05,2.2145404694201367e-06,0.43544303797468353,Moderate,0.5,112890.39980291895,Moderate
Minnesota,5.6733727089454434e-05,0.0,0.5772151898734177,Moderate,0.5,0.4404657314655193,Low
California,0.00308687835845517,4.5420265365520465e-06,0.7848101265822784,High,0.8,55041.78840992054,Moderate
Alabama,5.971971272574151e-06,1.5247655691089464e-06,0.640506329113924,High,0.8,163959.87905603557,Moderate
Alabama,0.0002021139027561814,5.526266745183219e-07,0.5924050632911393,High,0.8,452385.2057151429,High
Kentucky,0.0003661564886497026,4.114446773786046e-07,0.5594936708860759,High,0.8,607615.3349863733,High
North Carolina,1.1197446136076532e-05,0.0,0.4860759493670886,High,0.8,0.4672196688518721,Low
Louisiana,0.0001348053075358163,4.416979624799725e-06,0.4430379746835443,High,0.8,56599.971675215704,Moderate
Missouri,0.001549849717140489,5.64727988558869e-07,0.4759493670886076,High,0.8,442691.21938124194,High
Alabama,0.00014043775731161642,1.68208265163606e-06,0.6810126582278482,High,0.8,148625.53323712404,Moderate
New Mexico,5.206961752557402e-05,0.0,0.5721518987341772,Low,0.2,0.39445120759384567,Low
Georgia,1.3244339289751323e-05,0.0,0.44050632911392407,High,0.8,0.4581065635585007,Low
Pennsylvania,0.0,4.033771346849065e-07,0.4050632911392405,High,0.8,619767.6060126582,High
Texas,7.261170571041095e-05,0.0,0.5037974683544304,High,0.8,0.47078853835317025,Low
Alabama,5.971971272574151e-06,5.526266745183219e-07,0.44556962025316454,High,0.8,452385.17626959755,High
Florida,0.0002672146303372195,0.0,0.569620253164557,High,0.8,0.48403093648504625,Moderate
Florida,0.00014310336161905808,2.367823780600401e-06,0.4151898734177215,High,0.8,105582.38452622114,Moderate
Illinois,5.858205219831613e-05,0.0,0.5316455696202531,Moderate,0.5,0.43135254674492995,Low
South Carolina,0.0,0.0,0.47848101265822784,Moderate,0.5,0.4206962025316456,Low
Wisconsin,3.695157224905256e-05,0.0,0.4759493670886076,Moderate,0.5,0.42020465404662116,Low
Texas,0.00011678637721364194,6.696060435769448e-07,0.47848101265822784,High,0.8,373354.07417665207,High
Mississippi,6.653821092620304e-05,0.0,0.44050632911392407,High,0.8,0.4581278811071553,Low
Alabama,0.00011343759432254599,2.5291746344743634e-06,0.42278481012658226,High,0.8,98846.68067889211,Moderate
Texas,1.9906565931937776e-05,0.0,0.6253164556962025,High,0.8,0.49507125376561323,Moderate
Georgia,1.2435137182317525e-05,0.0,0.45569620253164556,High,0.8,0.461144214561202,Low
Alabama,7.779388378218717e-05,0.0,0.43037974683544306,High,0.8,0.4561070669206015,Low
Missouri,9.592926754417672e-05,0.0,0.5594936708860759,High,0.8,0.48193710588423283,Moderate
New York,0.0008570381497344591,1.1980300900141722e-06,0.6708860759493671,High,0.8,208676.1484594244,Moderate
Oklahoma,2.682908094203937e-05,0.0,0.43291139240506327,High,0.8,0.4565930101133895,Low
Florida,0.0009065615575882584,4.3564730545969905e-07,0.5189873417721519,High,0.8,573858.9324934263,High
Ohio,1.2176849424778692e-05,0.0,0.5063291139240507,Moderate,0.5,0.4262706935245801,Low
Florida,0.00036207763227053447,6.292683301084542e-07,0.5924050632911393,High,0.8,397287.0367027668,High
New Jersey,0.00022213045746903183,7.664165559013223e-07,0.4531645569620253,High,0.8,326193.5817743952,High
Ohio,0.0015498220967733532,4.170919572641933e-06,0.579746835443038,Moderate,0.5,59939.01216890908,Moderate
South Carolina,0.00019871734409490486,4.3161353411285e-07,0.46582278481012657,Moderate,0.5,579222.0420758196,High
North Dakota,4.422394026622973e-05,0.0,0.5569620253164557,High,0.8,0.4814100946393976,Moderate
North Carolina,0.005799194171076932,5.727955312525672e-07,0.610126582278481,High,0.8,436456.1633590787,High
Georgia,7.999903417458518e-05,0.0,0.4430379746835443,High,0.8,0.4586395945503787,Low
Arkansas,3.348782891095955e-05,0.0,0.5189873417721519,Moderate,0.5,0.4288108634859948,Low
West Virginia,4.3913397760055874e-05,1.754690535879343e-06,0.5265822784810127,Moderate,0.5,142475.44585126248,Moderate
Washington,0.00017915913817722451,8.712946109193981e-07,0.640506329113924,High,0.8,286929.6023395961,High
Florida,0.001724500763503329,6.696060435769448e-07,0.5822784810126582,High,0.8,373354.09557923145,High
California,0.000210586636999146,0.0,0.5088607594936709,High,0.8,0.47185638655353385,Low
California,0.00011197446136076533,0.0,0.46329113924050636,High,0.8,0.4627030176326456,Low
Iowa,2.9113359953798983e-05,0.0,0.5443037974683544,High,0.8,0.4788724048376524,Moderate
Tennessee,0.000867872246208384,1.2827392882980027e-06,0.5949367088607596,Moderate,0.5,194895.60471184916,Moderate
Georgia,4.380142329869511e-05,0.0,0.4430379746835443,High,0.8,0.45862511550602836,Low
Georgia,0.0004478978454430613,0.0,0.5721518987341772,High,0.8,0.4846095388850127,Moderate
Mississippi,8.305966945177943e-05,0.0,0.4506329113924051,High,0.8,0.46015980614626173,Low
Iowa,7.614263372532042e-06,0.0,0.46835443037974683,High,0.8,0.4636739317812984,Low
Georgia,3.5464551402181596e-05,0.0,0.4734177215189873,High,0.8,0.46469773012435833,Low
New York,0.00011423634548025279,9.519700378563792e-07,0.6481012658227848,High,0.8,262613.55686933757,High
Georgia,0.000128286109605608,6.413696441490014e-07,0.5569620253164557,High,0.8,389791.05219843646,High
Kansas,0.005587023976315293,7.543152418607751e-07,0.5215189873417722,High,0.8,331426.6463247033,High
South Carolina,0.0006088891421944298,1.2262664894421157e-06,0.5518987341772152,Moderate,0.5,203871.04253119725,Moderate
Nebraska,5.069009216160939e-05,0.0,0.43037974683544306,High,0.8,0.4560962254039533,Low
Mississippi,4.122899667303379e-05,0.0,0.4506329113924051,High,0.8,0.46014307387715025,Low
Oklahoma,4.478978454430613e-05,0.0,0.5063291139240507,High,0.8,0.47128373869862783,Low
North Carolina,0.00015918325258874034,1.0366792361402096e-06,0.5012658227848101,High,0.8,241154.85261255773,Moderate
Florida,1.2535167701133143e-05,8.027204980229639e-07,0.43544303797468353,High,0.8,311441.11412879755,High
South Dakota,1.5116552283703319e-05,0.0,0.4582278481012658,High,0.8,0.46165161624116663,Low
New York,0.0014720909186895282,0.0,0.5873417721518988,High,0.8,0.4880571907978556,Moderate
Kentucky,5.860594008340643e-05,0.0,0.43544303797468353,High,0.8,0.45711204997097005,Low
Vermont,5.225474863502381e-06,0.0,0.5949367088607596,Moderate,0.5,0.44398943196209734,Low
Iowa,5.3747741453167356e-05,0.0,0.4531645569620253,High,0.8,0.46065441048898637,Low
Georgia,0.00014425595207466488,7.583490132076241e-07,0.5164556962025316,High,0.8,329663.736646714,High
New Jersey,0.000597197127257415,1.0286116934465115e-06,0.46329113924050636,High,0.8,243046.25407357732,Moderate
Puerto Rico,0.0002584579587201004,6.365291185327824e-06,0.5316455696202531,Moderate,0.5,39275.682383067455,Moderate
Virginia,0.0002138100084935179,4.5984993354079337e-07,0.4582278481012658,Moderate,0.5,543655.7851521464,High
Oklahoma,0.001430939497923325,7.583490132076241e-07,0.5518987341772152,High,0.8,329663.744249995,High
New York,5.555127677748475e-05,3.9530959199120834e-07,0.5544303797468354,High,0.8,632415.9502960517,High
Florida,0.001882060774580471,8.563696569360565e-06,0.4531645569620253,High,0.8,29193.212092283044,Moderate
Alabama,2.8889411031077454e-05,8.349906687977564e-07,0.43037974683544306,High,0.8,299404.7495657661,High
